operator,horizon_hours,tau,method,group,covered,n,folds,coverage,gap,ci_lo,ci_hi,passes,decisive
gp,6.0,0.95,mondrian,baseline,331,352,8,0.9403409090909091,-0.009659090909090895,0.9102480817963907,0.9626944355006489,True,False
gp,6.0,0.95,mondrian,elevated_risk,159,179,6,0.888268156424581,-0.06173184357541894,0.8327229811179674,0.9304006815369692,False,True
gp,12.0,0.8,aci,ALL,432,529,8,0.8166351606805293,0.016635160680529282,0.7809757119083556,0.8487101190648936,True,False
gp,12.0,0.8,aci,baseline,291,350,8,0.8314285714285714,0.03142857142857136,0.7880112343846821,0.8691292657082608,False,False
gp,12.0,0.8,aci,elevated_risk,141,179,6,0.7877094972067039,-0.012290502793296132,0.7204610857717049,0.8451753358906873,True,False
gp,12.0,0.8,adaptive,ALL,400,529,8,0.7561436672967864,-0.04385633270321365,0.7172342915293303,0.7921634828760205,False,True
gp,12.0,0.8,adaptive,baseline,283,350,8,0.8085714285714286,0.008571428571428563,0.7633776174188784,0.8484541607574186,True,False
gp,12.0,0.8,adaptive,elevated_risk,117,179,6,0.6536312849162011,-0.1463687150837989,0.579030322561112,0.7230486932841098,False,True
gp,12.0,0.8,marginal,ALL,399,529,8,0.7542533081285444,-0.045746691871455636,0.7152595969086437,0.790379023829811,False,True
gp,12.0,0.8,marginal,baseline,288,350,8,0.8228571428571428,0.022857142857142798,0.7787457081540647,0.8614045227091544,False,False
gp,12.0,0.8,marginal,elevated_risk,111,179,6,0.6201117318435754,-0.17988826815642467,0.5446994798592768,0.6914751870704019,False,True
gp,12.0,0.8,mondrian,ALL,404,529,8,0.7637051039697542,-0.03629489603024583,0.7251426665311663,0.7992916482921996,False,True
gp,12.0,0.8,mondrian,baseline,283,350,8,0.8085714285714286,0.008571428571428563,0.7633776174188784,0.8484541607574186,True,False
gp,12.0,0.8,mondrian,elevated_risk,121,179,6,0.6759776536312849,-0.12402234636871512,0.6021242167447242,0.7438888511539962,False,True
gp,12.0,0.9,aci,ALL,480,529,8,0.9073724007561437,0.007372400756143649,0.8793915806353984,0.930687494616633,True,False
gp,12.0,0.9,aci,baseline,323,350,8,0.9228571428571428,0.022857142857142798,0.8897444493389817,0.9485490221860411,False,False
gp,12.0,0.9,aci,elevated_risk,157,179,6,0.8770949720670391,-0.022905027932960897,0.8198501726645707,0.9213487936650914,False,False
