rmse,mae,mape,mase,model,fold,n_test
12.328137424994067,6.993157383030303,8.88845413482695,0.5032425538739069,persistence,0,66
18.598225368216266,15.327468233181817,19.372869070496954,1.1029973780949258,seasonal_naive_17,0,66
28.668449098852022,23.602066990470085,31.582299263629015,1.6984551924727838,drift,0,66
15.405034187266022,11.504053827718359,14.685171231413916,0.8278563045373971,rolling_mean_17,0,66
17.10490958965199,13.695075762215916,17.866988780493728,0.9855269264779131,train_mean,0,66
28.53674676133537,24.742913013787877,28.888812150725247,1.7805529109860994,seasonal_naive_24,0,66
7.970361272251584,5.613658041381979,6.808526808364668,0.4039708324275847,cnn,0,66
8.189883615430958,6.153579334916005,7.523306896532329,0.4428247228474264,lstm,0,66
8.536017253114837,6.060303007791211,7.552932273670192,0.43611235895981165,gru,0,66
8.326130846215099,6.008016743075762,7.440084575540926,0.43234972758363527,rnn,0,66
8.26413042224552,5.979550254984801,7.306176534708042,0.43030121825057216,ridge,0,66
7.273524175781124,4.813924424430462,6.209982414356883,0.3464202918391356,random_forest,0,66
7.899927057694084,5.182706964087801,6.830316460494785,0.37295867170337443,xgboost,0,66
11.9034681946321,6.404692080303031,7.936902045526432,0.45321239160845483,persistence,1,66
18.20399476449837,14.74584554818182,17.740829161675016,1.0434537435036486,seasonal_naive_17,1,66
17.093687452523895,13.741325996391614,15.99068531919478,0.972371370959245,drift,1,66
15.981543160915672,12.446322806185384,15.032697718460803,0.8807336332483361,rolling_mean_17,1,66
16.797381840910663,13.267839683333333,16.211324332006836,0.9388662685055358,train_mean,1,66
28.715351943623755,24.380254150303028,28.035627346420732,1.7252091361990973,seasonal_naive_24,1,66
6.457591204226321,4.917870062199814,5.7203405724598335,0.34800106305871664,cnn,1,66
7.35550659810797,5.796693752541458,6.673039965114909,0.4101888749797325,lstm,1,66
7.1256267429756885,5.614157336119148,6.518217032858614,0.39727213131662764,gru,1,66
7.736398406169525,6.01427298929129,7.24424879110437,0.42558533823125977,rnn,1,66
7.328478193062425,5.678220737937453,6.767929981332695,0.4018054214715033,ridge,1,66
7.055293838978296,4.514461543994705,5.555649223483079,0.31945484459284623,random_forest,1,66
6.94725796584407,4.681170757818863,5.611849819530714,0.3312516149220198,xgboost,1,66
12.383534945959735,6.165200391060606,8.392819345602932,0.43360250130228833,persistence,2,66
17.863853741012818,13.459433042878787,17.983275667636008,0.9466105662948179,seasonal_naive_17,2,66
27.26240831040207,21.735475389551723,30.063620323263596,1.5286699374069561,drift,2,66
15.719878121329208,11.949226610926916,15.73961940153096,0.8403967784467177,rolling_mean_17,2,66
17.120238741498667,13.08190139239419,17.895186106644807,0.9200585229568168,train_mean,2,66
28.961916528773617,24.61290322893939,29.850455626141702,1.7310412845385772,seasonal_naive_24,2,66
8.62336704081139,5.8806386483242,7.778436023517832,0.4135890912589828,cnn,2,66
9.778567664139352,6.475708384530756,8.66991109111373,0.4554407278160984,lstm,2,66
9.897880311409827,6.547767995528741,8.789753348909086,0.46050872651682206,gru,2,66
9.527904054588555,6.509702673683901,8.75018807984066,0.4578315679951411,rnn,2,66
9.633081279292156,6.715358638634072,8.729973181208242,0.4722954840325546,ridge,2,66
9.201769953080618,5.589255254955501,8.03455345198483,0.3930959101474956,random_forest,2,66
9.150790770278748,5.282748781057055,7.590887376600683,0.3715391130739706,xgboost,2,66
10.794713572725938,5.829912022272726,7.638648620071031,0.41275017719070484,persistence,3,66
16.15557737313075,12.542521995454546,16.42153721513174,0.8879942195120827,seasonal_naive_17,3,66
30.922295148905974,27.714317507943367,30.380365061631192,1.9621375791643039,drift,3,66
13.338295035325018,9.744695531461677,12.759016029033695,0.6899117502826906,rolling_mean_17,3,66
15.747271970279389,12.316441834801106,16.743945609901232,0.8719880386276183,train_mean,3,66
24.97283611730932,20.00782013,25.18011331520539,1.416527603213791,seasonal_naive_24,3,66
6.914884073731391,5.010698240774252,6.644224229463896,0.3547509085604475,cnn,3,66
8.956882302164827,7.217630778218373,9.548812798628482,0.5109988574828198,lstm,3,66
8.49678843508511,6.734963906557127,8.874459069378627,0.4768266716863352,gru,3,66
7.627056501318353,6.201294002802061,8.055128140897345,0.43904353765365745,rnn,3,66
7.6375190311420065,6.414359312388309,8.212788868366902,0.4541282840355819,ridge,3,66
7.929373518191847,5.725759744077124,7.733253768388888,0.405376331562192,random_forest,3,66
7.670111634918122,5.690986771547556,7.593004798480534,0.40291445040203144,xgboost,3,66
10.457072297752912,5.528836754242424,7.643841291817176,0.3963255753772113,persistence,4,66
16.15940249059515,12.788856302727272,17.190869563200522,0.9167481439392521,seasonal_naive_17,4,66
19.312311340921365,14.768064591640304,21.18958502763608,1.0586244370479072,drift,4,66
15.158850762954797,11.844574777041002,15.266240120107344,0.8490588748179464,rolling_mean_17,4,66
17.63533074048202,13.908824309681227,19.499277720246262,0.9970312097070197,train_mean,4,66
26.544128077363602,22.09481915560606,27.130526771833612,1.5838307955071598,seasonal_naive_24,4,66
7.010899633069023,4.543719116632182,6.423079043680234,0.3257090366920109,cnn,4,66
8.610495903229753,6.469687416184851,8.819780598150214,0.46376890867010323,lstm,4,66
7.618396388268649,5.56917097457817,7.4744927256327,0.3992168676675271,gru,4,66
8.00893905222415,5.884922858668018,7.895939476454139,0.4218510224998838,rnn,4,66
7.628022525843388,5.804932349821443,7.752456154508708,0.4161170343478537,ridge,4,66
8.613287968450035,5.613434804737813,8.223543752732672,0.4023898475792524,random_forest,4,66
8.685513573038376,5.232150112703155,7.793416214404814,0.3750580811209272,xgboost,4,66
13.639203607412181,7.4516129039393935,8.638370298114372,0.5386069115423431,persistence,5,66
20.761917825604847,16.976539585909087,18.745006195983837,1.2270741479618317,seasonal_naive_17,5,66
21.099616111363172,16.78828213850109,20.010890948914238,1.2134667902487568,drift,5,66
18.327857677357105,14.692312115213902,16.48111883153792,1.0619688587967306,rolling_mean_17,5,66
21.61705958496943,18.37199255686039,19.035297616856372,1.3279382997335005,train_mean,5,66
32.608373562737064,27.58944281909091,28.463593662835123,1.994180961830259,seasonal_naive_24,5,66
9.179382912352073,6.685199235103442,7.45826861267673,0.4832100861225285,cnn,5,66
9.553608863924195,7.405663810704826,7.825159306425633,0.5352856843779317,lstm,5,66
9.336217722705255,7.374634374384168,7.797239336381711,0.5330428586864986,gru,5,66
9.784819161013461,7.803379274260639,8.344258349040661,0.5640327892342751,rnn,5,66
10.49450873663232,8.294082999540649,8.875733777061336,0.5995011396924242,ridge,5,66
11.598371601017272,8.40607764370947,8.717280657825148,0.6075961776637556,random_forest,5,66
12.490641433692106,9.135795684239316,9.422645881104417,0.6603406217422624,xgboost,5,66
12.666160472452693,6.801564024848484,7.731583183548746,0.4817443236015192,persistence,6,66
18.94385919770701,14.348973611818183,16.21754318995845,1.0163157417540278,seasonal_naive_17,6,66
18.80153138566829,15.445139299320308,17.136556410200498,1.0939554722265596,drift,6,66
17.22896064331577,13.608763148698753,15.36181527888234,0.9638877726023031,rolling_mean_17,6,66
20.756919636676372,17.709303654770288,17.94123397328843,1.2543227527452812,train_mean,6,66
35.31368589774695,30.47702834515151,32.71384830946638,2.1586410643023255,seasonal_naive_24,6,66
7.763937769922015,5.874181182854911,6.2465631876123515,0.4160592226006798,cnn,6,66
8.661463066068407,6.089558663798478,6.816931449011772,0.4313140784686974,lstm,6,66
7.716667814229869,5.571459874185693,6.164836595474454,0.39461793769152714,gru,6,66
8.47385009847168,6.205721734978285,6.781107953479509,0.43954173021887527,rnn,6,66
9.424458480610962,7.282870097982902,7.950693256206702,0.5158344928332362,ridge,6,66
9.23514991445,6.79234076617961,7.317164072226495,0.4810910543692358,random_forest,6,66
8.98451220337647,6.461340786025984,7.127490777975212,0.4576468346326177,xgboost,6,66
13.139703514385852,7.003370247164179,8.877826513032309,0.4953686478868597,persistence,7,67
20.36246019464597,16.756860851940296,20.253296826178307,1.1852612685178403,seasonal_naive_17,7,67
26.001616621880263,19.97660193552184,26.79396565320512,1.413002874463263,drift,7,67
17.94091810794005,13.832677219385426,17.097159226145163,0.978425296534474,rolling_mean_17,7,67
18.919883968308568,15.562038421508852,18.632788616268428,1.1007480197620174,train_mean,7,67
32.083213158665096,27.615791998656714,31.739319073987758,1.9533448982279171,seasonal_naive_24,7,67
9.081879109300548,6.336612873419981,7.918064237632687,0.4482069690031824,cnn,7,67
9.422272076409245,6.370736477815598,7.986314015559641,0.45062063030822724,lstm,7,67
9.741969831181665,6.845201316982284,8.52843435473095,0.48418090165658684,gru,7,67
9.51795621419727,6.6834510397553,8.3085211476059,0.47273983638409167,rnn,7,67
10.624968713891299,8.22551018733367,9.894016027549938,0.5818141431732802,ridge,7,67
8.476612899279733,5.396490314602644,6.852447827492016,0.3817093793608449,random_forest,7,67
8.938166525951116,5.958161559552238,7.413675694453098,0.42143801219733856,xgboost,7,67
