horizon_hours,steps,lead_hours,fold,tau,method,group,n,coverage,coverage_lo,coverage_hi,coverage_gap,sla_violation_rate,mean_allocation_ratio,overprovision_ratio,cost,error,operator
1.5,1,1.43,4,0.95,marginal,ALL,66,0.9090909090909091,0.8125573488135269,0.9659028672287315,-0.040909090909090895,0.09090909090909091,1.1960716614066484,0.2585969107025434,23.22643108345969,,gp
1.5,1,1.43,4,0.95,marginal,baseline,40,0.9,0.7633626001239001,0.9720745847057807,-0.04999999999999993,0.1,1.1811054530422913,0.23074816049831806,22.98715613528906,,gp
1.5,1,1.43,4,0.95,marginal,elevated_risk,26,0.9230769230769231,0.7486970833046261,0.9905446089962873,-0.026923076923076827,0.07692307692307693,1.219864748407465,0.3003700360088814,23.594546388337587,,gp
1.5,1,1.43,4,0.95,adaptive,ALL,66,0.9090909090909091,0.8125573488135269,0.9659028672287315,-0.040909090909090895,0.09090909090909091,1.1787357995295549,0.23772946985517862,22.449214629734396,,gp
1.5,1,1.43,4,0.95,adaptive,baseline,40,0.925,0.796135251267101,0.9842578201489585,-0.02499999999999991,0.075,1.1743182202776605,0.211229832901173,19.067617595121067,,gp
1.5,1,1.43,4,0.95,adaptive,elevated_risk,26,0.8846153846153846,0.6984595998924323,0.9755419246820378,-0.06538461538461537,0.11538461538461539,1.1857588106299248,0.2803593206072746,27.651671606062596,,gp
1.5,1,1.43,4,0.95,mondrian,ALL,66,0.8939393939393939,0.793606517867613,0.9562815509014071,-0.05606060606060603,0.10606060606060606,1.2075096922915283,0.2783150577607755,24.517891876160625,,gp
1.5,1,1.43,4,0.95,mondrian,baseline,40,0.85,0.7016473331604236,0.9428977418454741,-0.09999999999999998,0.15,1.1642293764590461,0.22665893992290276,23.72784632886523,,gp
1.5,1,1.43,4,0.95,mondrian,elevated_risk,26,0.9615384615384616,0.803630353237461,0.9990267121066649,0.011538461538461608,0.038461538461538464,1.276316185890639,0.3485673780202822,25.73334656430739,,gp
1.5,1,1.43,5,0.8,marginal,ALL,66,0.6515151515151515,0.5242397683271001,0.7647080305896783,-0.14848484848484855,0.3484848484848485,1.02545326830058,0.1277014245032845,45.17990433354105,,gp
1.5,1,1.43,5,0.8,marginal,baseline,33,0.8484848484848485,0.6810101802895636,0.9489113006439188,0.048484848484848464,0.15151515151515152,1.0681659449416492,0.11367857249216702,18.903103037917838,,gp
1.5,1,1.43,5,0.8,marginal,elevated_risk,33,0.45454545454545453,0.2810661942938162,0.6364934689851531,-0.3454545454545455,0.5454545454545454,0.9873677521746861,0.1538774149240372,71.45670562916425,,gp
1.5,1,1.43,5,0.8,adaptive,ALL,66,0.696969696969697,0.571483485422635,0.8041003533935257,-0.10303030303030303,0.30303030303030304,1.0464313313236455,0.13475542470985072,34.35673100145945,,gp
1.5,1,1.43,5,0.8,adaptive,baseline,33,0.8484848484848485,0.6810101802895636,0.9489113006439188,0.048484848484848464,0.15151515151515152,1.073754153130068,0.11859533033633075,17.548216441527064,,gp
1.5,1,1.43,5,0.8,adaptive,elevated_risk,33,0.5454545454545454,0.36350653101484687,0.7189338057061838,-0.25454545454545463,0.45454545454545453,1.0220684523765355,0.15989334929088175,51.16524556139184,,gp
1.5,1,1.43,5,0.8,mondrian,ALL,66,0.696969696969697,0.571483485422635,0.8041003533935257,-0.10303030303030303,0.30303030303030304,1.0387676273165054,0.1282092627229585,37.64211129114198,,gp
1.5,1,1.43,5,0.8,mondrian,baseline,33,0.8484848484848485,0.6810101802895636,0.9489113006439188,0.048484848484848464,0.15151515151515152,1.0623316694572758,0.107424063119634,19.269371590847527,,gp
1.5,1,1.43,5,0.8,mondrian,elevated_risk,33,0.5454545454545454,0.36350653101484687,0.7189338057061838,-0.25454545454545463,0.45454545454545453,1.0177563309633135,0.16054179543924105,56.01485099143642,,gp
1.5,1,1.43,5,0.9,marginal,ALL,66,0.7424242424242424,0.6199387593265298,0.8422336207426877,-0.1575757575757576,0.25757575757575757,1.0807560238704752,0.17057706663049202,32.12091053196554,,gp
