direct_rmse_mean,direct_rmse_std,recursive_rmse_mean,recursive_rmse_std,horizon_hours,steps,lead_hours,operator
21.111671867858764,4.2058821291498845,21.31950439278068,4.390412003264363,1.5,1,1.65,robi
24.044322445861226,5.288849884674158,23.75830114169431,4.356389391764968,3.0,2,3.3,robi
27.228155988917266,6.975317192789718,26.818532638482836,5.76631474644992,6.0,4,6.6,robi
27.739978599944646,5.673622645438195,26.620292175387775,5.248129935862807,12.0,7,11.55,robi
24.251733039956157,5.129597322072011,28.10398510709942,5.297115753438562,24.0,15,24.75,robi
