rmse,mae,mape,mase,model,fold,n_test,arm
23.948275752072885,16.473292202949523,18.256087452840124,0.9703596786773022,xgboost,1,64,full_sparse
25.596458739442845,15.056249999999999,16.473577587928816,0.8600852922488228,persistence,2,64,full_sparse
21.245667793693848,12.65,12.528558745496499,0.7226287386930749,seasonal_naive_15,2,64,full_sparse
54.639957218982815,48.06638771186441,36.0593398883858,2.7457828557910586,drift,2,64,full_sparse
35.59184510842648,30.015333333333334,30.944003353627096,1.7146199579540613,rolling_mean_15,2,64,full_sparse
42.708232798010286,32.22924418604649,38.20954696978267,1.8410891759046557,train_mean,2,64,full_sparse
17.832058675146776,13.322322301427736,13.226517657956382,0.7610350166911737,ridge,2,64,full_sparse
17.43939318697799,12.467548671018,13.197715513848957,0.7122062427456332,random_forest,2,64,full_sparse
18.063349636057026,12.780307784080506,13.81149481717429,0.7300725449896746,xgboost,2,64,full_sparse
27.444173334243462,16.775000000000002,19.61440928128812,0.9920038215652045,persistence,3,64,full_sparse
19.774393163887485,13.385625000000001,12.446355961066855,0.7915702625358415,seasonal_naive_15,3,64,full_sparse
49.088274562816586,37.71306902985074,45.7673220325386,2.230194253386843,drift,3,64,full_sparse
40.23211733318433,35.94708333333333,35.976460681630726,2.1257611946819392,rolling_mean_15,3,64,full_sparse
45.277572136973454,34.7218354283054,41.54253078102028,2.0533051228993777,train_mean,3,64,full_sparse
19.437257896568607,15.177595661811733,15.452023609648974,0.8975399641543194,ridge,3,64,full_sparse
18.856746729426618,14.715631369476622,14.605478404349132,0.8702213147699321,random_forest,3,64,full_sparse
19.378472185295237,15.056628837585448,14.476340445068253,0.8903864886303204,xgboost,3,64,full_sparse
28.961874076102188,17.11875,16.906050488337193,1.0359129358274277,persistence,4,64,full_sparse
20.824963985563095,14.774375,12.84110085826867,0.8940469474269648,seasonal_naive_15,4,64,full_sparse
85.29452673296218,73.56648750000001,46.77173905875883,4.45175471600653,drift,4,64,full_sparse
44.31296810942217,37.86383333333333,36.09990934176943,2.2912674552764516,rolling_mean_15,4,64,full_sparse
45.06292485010769,37.38413373544093,37.10307634345872,2.262239224899353,train_mean,4,64,full_sparse
20.22933201196616,15.737958085544062,14.001637109519349,0.952356589372761,ridge,4,64,full_sparse
17.690934272273836,13.238640497108488,11.25843716412748,0.8011145056574535,random_forest,4,64,full_sparse
18.099448810533985,13.56750554561615,11.527081528096279,0.821015231930727,xgboost,4,64,full_sparse
34.07959066655584,18.05375,17.792677489528657,1.104010286603337,persistence,5,64,full_sparse
33.628890852955585,21.90375,19.102574989344216,1.3394427925050385,seasonal_naive_15,5,64,full_sparse
50.201725029046585,43.35623493975905,30.86743804544372,2.6512901398260746,drift,5,64,full_sparse
45.50954762830908,37.47149999999999,30.304286638719912,2.2914309467261336,rolling_mean_15,5,64,full_sparse
48.33474695463891,41.493157894736854,30.728386693664273,2.537360556086461,train_mean,5,64,full_sparse
27.852140130905717,19.893948716906095,16.2891699386748,1.2165408308314662,ridge,5,64,full_sparse
27.834871336486604,18.879772798567327,15.495361976875174,1.1545226547588285,random_forest,5,64,full_sparse
28.814791970756406,19.866579723358154,16.26588247821838,1.2148671812899081,xgboost,5,64,full_sparse
33.72258071381845,19.95125,20.562722567637344,1.1840196084538335,persistence,6,64,full_sparse
