operator,fold,tau,method,group,n,coverage,coverage_lo,coverage_hi,coverage_gap,sla_violation_rate,mean_allocation_ratio,overprovision_ratio,cost,error
robi,6,0.9,adaptive,ALL,65,0.8923076923076924,0.7906184007420958,0.9555913430791529,-0.007692307692307665,0.1076923076923077,1.2271348837166711,0.36192375976900454,37.55447814868693,
robi,6,0.9,adaptive,baseline,65,0.8923076923076924,0.7906184007420958,0.9555913430791529,-0.007692307692307665,0.1076923076923077,1.2271348837166711,0.36192375976900454,37.55447814868693,
robi,6,0.9,mondrian,ALL,65,0.9538461538461539,0.8709887201017411,0.9903789211596614,0.05384615384615388,0.046153846153846156,1.2737368760456216,0.39367178748586257,44.158181973970855,
robi,6,0.9,mondrian,baseline,65,0.9538461538461539,0.8709887201017411,0.9903789211596614,0.05384615384615388,0.046153846153846156,1.2737368760456216,0.39367178748586257,44.158181973970855,
robi,6,0.95,marginal,ALL,65,0.9692307692307692,0.893229679425601,0.9962517377804871,0.019230769230769273,0.03076923076923077,1.3495834286499333,0.47642050699418825,51.09466516582783,
robi,6,0.95,marginal,baseline,65,0.9692307692307692,0.893229679425601,0.9962517377804871,0.019230769230769273,0.03076923076923077,1.3495834286499333,0.47642050699418825,51.09466516582783,
robi,6,0.95,adaptive,ALL,65,0.9692307692307692,0.893229679425601,0.9962517377804871,0.019230769230769273,0.03076923076923077,1.3582378056233486,0.48895474257301286,51.65425444024787,
robi,6,0.95,adaptive,baseline,65,0.9692307692307692,0.893229679425601,0.9962517377804871,0.019230769230769273,0.03076923076923077,1.3582378056233486,0.48895474257301286,51.65425444024787,
robi,6,0.95,mondrian,ALL,65,0.9692307692307692,0.893229679425601,0.9962517377804871,0.019230769230769273,0.03076923076923077,1.3333440059589006,0.45736501794205414,49.60873930945765,
robi,6,0.95,mondrian,baseline,65,0.9692307692307692,0.893229679425601,0.9962517377804871,0.019230769230769273,0.03076923076923077,1.3333440059589006,0.45736501794205414,49.60873930945765,
robi,7,0.8,marginal,ALL,69,0.7246376811594203,0.6038491912829196,0.8253740473515698,-0.07536231884057976,0.2753623188405797,1.0822390346062207,0.2807322563262582,92.55062452233359,
robi,7,0.8,marginal,baseline,69,0.7246376811594203,0.6038491912829196,0.8253740473515698,-0.07536231884057976,0.2753623188405797,1.0822390346062207,0.2807322563262582,92.55062452233359,
robi,7,0.8,adaptive,ALL,69,0.7391304347826086,0.6194037887542962,0.837483918692882,-0.0608695652173914,0.2608695652173913,1.0983279389181018,0.2792543076793914,65.49346579094154,
robi,7,0.8,adaptive,baseline,69,0.7391304347826086,0.6194037887542962,0.837483918692882,-0.0608695652173914,0.2608695652173913,1.0983279389181018,0.2792543076793914,65.49346579094154,
robi,7,0.8,mondrian,ALL,69,0.7246376811594203,0.6038491912829196,0.8253740473515698,-0.07536231884057976,0.2753623188405797,1.0821104978655203,0.2805646185273259,92.58941722925162,
robi,7,0.8,mondrian,baseline,69,0.7246376811594203,0.6038491912829196,0.8253740473515698,-0.07536231884057976,0.2753623188405797,1.0821104978655203,0.2805646185273259,92.58941722925162,
robi,7,0.9,marginal,ALL,69,0.8115942028985508,0.6993957718572987,0.8956878309626577,-0.08840579710144925,0.18840579710144928,1.1716619856134034,0.3589256512631554,72.55614253389659,
robi,7,0.9,marginal,baseline,69,0.8115942028985508,0.6993957718572987,0.8956878309626577,-0.08840579710144925,0.18840579710144928,1.1716619856134034,0.3589256512631554,72.55614253389659,
robi,7,0.9,adaptive,ALL,69,0.8260869565217391,0.7159107617451628,0.906775057204208,-0.07391304347826089,0.17391304347826086,1.1774408013628832,0.3433912177147009,48.453511690997196,
robi,7,0.9,adaptive,baseline,69,0.8260869565217391,0.7159107617451628,0.906775057204208,-0.07391304347826089,0.17391304347826086,1.1774408013628832,0.3433912177147009,48.453511690997196,
robi,7,0.9,mondrian,ALL,69,0.8115942028985508,0.6993957718572987,0.8956878309626577,-0.08840579710144925,0.18840579710144928,1.1705025493339973,0.35747701817100275,72.74110064078067,
robi,7,0.9,mondrian,baseline,69,0.8115942028985508,0.6993957718572987,0.8956878309626577,-0.08840579710144925,0.18840579710144928,1.1705025493339973,0.35747701817100275,72.74110064078067,
robi,7,0.95,marginal,ALL,69,0.8695652173913043,0.7667810402051388,0.9385829002598837,-0.08043478260869563,0.13043478260869565,1.272509019521084,0.4553200662957661,61.829136954044955,
robi,7,0.95,marginal,baseline,69,0.8695652173913043,0.7667810402051388,0.9385829002598837,-0.08043478260869563,0.13043478260869565,1.272509019521084,0.4553200662957661,61.829136954044955,
robi,7,0.95,adaptive,ALL,69,0.9130434782608695,0.8202792666994535,0.967417085140714,-0.036956521739130443,0.08695652173913043,1.2743707488174711,0.424300778922326,46.58692338878208,
robi,7,0.95,adaptive,baseline,69,0.9130434782608695,0.8202792666994535,0.967417085140714,-0.036956521739130443,0.08695652173913043,1.2743707488174711,0.424300778922326,46.58692338878208,
robi,7,0.95,mondrian,ALL,69,0.8405797101449275,0.7326319041235968,0.9176377521745552,-0.10942028985507246,0.15942028985507245,1.2266655302772134,0.4138734592550731,65.68582581450971,
robi,7,0.95,mondrian,baseline,69,0.8405797101449275,0.7326319041235968,0.9176377521745552,-0.10942028985507246,0.15942028985507245,1.2266655302772134,0.4138734592550731,65.68582581450971,
