rmse,mae,mape,mase,model,fold,n_test
19.774393163887485,13.385625000000001,12.446355961066855,0.7915702625358415,seasonal_naive_15,3,64
49.088274562816586,37.71306902985074,45.7673220325386,2.230194253386843,drift,3,64
40.23211733318433,35.94708333333333,35.976460681630726,2.1257611946819392,rolling_mean_15,3,64
45.277572136973454,34.7218354283054,41.54253078102028,2.0533051228993777,train_mean,3,64
72.49819946040039,63.669375,58.443496307352746,3.765142373571868,seasonal_naive_24,3,64
17.866356532225836,13.510734402686445,14.419023670958955,0.798968712942917,cnn,3,64
16.03108073256559,12.264241609883229,13.09592616593131,0.7252563067423641,lstm,3,64
16.1043497194216,12.62274065463967,12.894715584979805,0.7464564511492712,gru,3,64
17.14514327874432,13.307789407316616,14.254257386902779,0.7869673888907917,rnn,3,64
17.593216208027528,13.19046404874247,13.655858210392797,0.7800292545198789,ridge,3,64
17.573725121526962,14.016400143913463,13.938020601195838,0.8288716844917577,random_forest,3,64
17.8264114220873,13.383349905014036,13.019172843463544,0.7914357228684494,xgboost,3,64
28.961874076102188,17.11875,16.906050488337193,1.0359129358274277,persistence,4,64
20.824963985563095,14.774375,12.84110085826867,0.8940469474269648,seasonal_naive_15,4,64
85.29452673296218,73.56648750000001,46.77173905875883,4.45175471600653,drift,4,64
44.31296810942217,37.86383333333333,36.09990934176943,2.2912674552764516,rolling_mean_15,4,64
45.06292485010769,37.38413373544093,37.10307634345872,2.262239224899353,train_mean,4,64
74.75523844520865,65.195625,54.50885299233925,3.945205771265662,seasonal_naive_24,4,64
17.305335133956827,12.834784616600729,11.670010600497054,0.7766758328087955,cnn,4,64
16.0709903993025,12.577036274375017,11.163730811779637,0.7610786167796059,lstm,4,64
15.729649198349701,12.219941330128654,10.93592766447569,0.7394696049029571,gru,4,64
16.53442334148153,12.386371897648154,11.002981930994949,0.7495408763340224,rnn,4,64
17.147040168193318,11.775206832245699,10.497629142850522,0.7125572299126296,ridge,4,64
15.230685644842715,10.731767770248428,9.879303400893175,0.6494152351951058,random_forest,4,64
17.564648963560128,11.716279675960541,10.933835687775565,0.7089913501920122,xgboost,4,64
34.07959066655584,18.05375,17.792677489528657,1.104010286603337,persistence,5,64
33.628890852955585,21.90375,19.102574989344216,1.3394427925050385,seasonal_naive_15,5,64
50.201725029046585,43.35623493975905,30.86743804544372,2.6512901398260746,drift,5,64
45.50954762830908,37.47149999999999,30.304286638719912,2.2914309467261336,rolling_mean_15,5,64
48.33474695463891,41.493157894736854,30.728386693664273,2.537360556086461,train_mean,5,64
76.60313440062359,66.44,46.24784516770718,4.062892387560795,seasonal_naive_24,5,64
24.775351043902763,14.190356253172613,12.577442184439198,0.8677587356681327,cnn,5,64
25.05892030819554,15.240647219142723,14.268716230618194,0.9319853938614474,lstm,5,64
25.36156434667707,15.202923235241414,14.439440654993337,0.9296785231958681,gru,5,64
26.957621873822397,16.296267622181546,15.54998818826459,0.9965379540610304,rnn,5,64
25.87075852432199,16.832296705788686,14.481892690183315,1.0293168294869581,ridge,5,64
26.722207107966266,15.976759438354343,14.99953234941045,0.9769996131845265,random_forest,5,64
26.484732745067507,15.468395705223083,14.365939677060963,0.9459125099116339,xgboost,5,64
33.72258071381845,19.95125,20.562722567637344,1.1840196084538335,persistence,6,64
21.873549094739978,14.506250000000001,13.018618779103686,0.8608826236518223,seasonal_naive_15,6,64
94.34107526378423,81.18098214285715,83.70394282021815,4.817736968394629,drift,6,64
47.87110466891507,41.40858333333334,39.42956755167898,2.45741868930324,rolling_mean_15,6,64
48.13438552532053,41.50431841563786,39.458324496015884,2.463100148593535,train_mean,6,64
84.29664673046017,79.3925,65.89231466710149,4.711598359209121,seasonal_naive_24,6,64
20.12342845530289,14.66299306585325,14.348209415541795,0.8701846404908383,cnn,6,64
20.317007654020756,13.477362810222935,13.756134563189814,0.7998226596103208,lstm,6,64
20.135646197472678,13.631933700888236,13.781564147097836,0.8089957673325884,gru,6,64
19.753725939335766,13.90435221326233,13.71848556626514,0.8251626170466038,rnn,6,64
18.8122786578775,13.179698178221948,12.39235463555846,0.7821575628854358,ridge,6,64
16.700209887798398,11.27083513917117,11.284662887788205,0.6688748729242106,random_forest,6,64
19.951321854988475,13.136744046211243,13.168659932080317,0.7796084226278184,xgboost,6,64
33.148604372295765,18.579154929577467,18.32407390493533,1.1153560035762369,persistence,7,71
33.097070377990164,23.68563380281691,20.73956702781955,1.421911489549159,seasonal_naive_15,7,71
86.12713957706163,73.11643192488262,43.67546593928232,4.389373554211796,drift,7,71
47.171871282051036,40.83365258215963,34.94402725276525,2.451352589936868,rolling_mean_15,7,71
48.21354884308736,42.304511660124696,36.50192846393064,2.5396521659531737,train_mean,7,71
82.18226175081136,73.28788732394365,55.90618253651054,4.3996664770822465,seasonal_naive_24,7,71
19.643973094504027,14.480064586084733,12.770576388354208,0.8692767259586314,cnn,7,71
22.419120070604315,16.274163928763244,14.659240794023445,0.976981273364231,lstm,7,71
22.177234329691746,15.984470346170156,14.154913248633108,0.9595901983789891,gru,7,71
22.115771287755432,15.857050301270116,14.647117827846534,0.9519408347457183,rnn,7,71
23.021607703726445,17.11546509047587,14.806512648130091,1.0274868160053559,ridge,7,71
21.37844329221299,14.939962498720716,13.202759066283724,0.896885618819206,random_forest,7,71
20.796507284389538,14.344230133916291,12.425702752186595,0.8611222231142973,xgboost,7,71
