rmse,mae,mape,mase,model,fold,n_test,base_model,variant,n_parameters
26.001616621880263,19.97660193552184,26.79396565320512,1.413002874463263,drift,7,67,drift,baseline,0
17.94091810794005,13.832677219385426,17.097159226145163,0.978425296534474,rolling_mean_17,7,67,rolling_mean_17,baseline,0
18.919883968308568,15.562038421508852,18.632788616268428,1.1007480197620174,train_mean,7,67,train_mean,baseline,0
32.083213158665096,27.615791998656714,31.739319073987758,1.9533448982279171,seasonal_naive_24,7,67,seasonal_naive_24,baseline,0
8.74984961003652,6.729433471610417,8.318501617752116,0.48426441747122667,ridge__default_cov,0,66,ridge,default_cov,0
7.377720377040078,5.689761412697384,6.678240672763769,0.40262206913280285,ridge__default_cov,1,66,ridge,default_cov,0
9.62278436191821,7.11051369760138,9.132918376328341,0.5000869930026308,ridge__default_cov,2,66,ridge,default_cov,0
7.571432444336131,6.275380132935535,7.877692685092732,0.44428873916324113,ridge__default_cov,3,66,ridge,default_cov,0
8.39514616704465,6.370770955080221,8.84435202058609,0.4566782447376787,ridge__default_cov,4,66,ridge,default_cov,0
10.333937408534007,8.399086762824705,9.076485421676752,0.6070908727303348,ridge__default_cov,5,66,ridge,default_cov,0
9.789416384117725,7.531748133611812,8.254546319694366,0.5334621414880608,ridge__default_cov,6,66,ridge,default_cov,0
10.217244635252285,7.88952919672303,9.497639420263896,0.5580492352559995,ridge__default_cov,7,67,ridge,default_cov,0
8.74984961003652,6.729433471610417,8.318501617752116,0.48426441747122667,ridge__default,0,66,ridge,default,0
7.377720377040078,5.689761412697384,6.678240672763769,0.40262206913280285,ridge__default,1,66,ridge,default,0
9.62278436191821,7.11051369760138,9.132918376328341,0.5000869930026308,ridge__default,2,66,ridge,default,0
7.571432444336131,6.275380132935535,7.877692685092732,0.44428873916324113,ridge__default,3,66,ridge,default,0
8.39514616704465,6.370770955080221,8.84435202058609,0.4566782447376787,ridge__default,4,66,ridge,default,0
10.333937408534007,8.399086762824705,9.076485421676752,0.6070908727303348,ridge__default,5,66,ridge,default,0
9.789416384117725,7.531748133611812,8.254546319694366,0.5334621414880608,ridge__default,6,66,ridge,default,0
10.217244635252285,7.88952919672303,9.497639420263896,0.5580492352559995,ridge__default,7,67,ridge,default,0
8.335982748206266,6.451976314155336,8.006065688571855,0.46429800732763205,ridge__tuned,0,66,ridge,tuned,0
7.673820474153084,6.0660506094033915,7.135506518112098,0.4292492550517058,ridge__tuned,1,66,ridge,tuned,0
9.643335157939973,6.889855602238431,9.079260792332686,0.48456796750255066,ridge__tuned,2,66,ridge,tuned,0
7.344351823670667,5.797135561735366,7.3684449313634035,0.41042964647895563,ridge__tuned,3,66,ridge,tuned,0
7.329820851306823,5.406191284644697,7.4375755515740005,0.38753393647262085,ridge__tuned,4,66,ridge,tuned,0
