operator,flag,n_on,mean_on,mean_off,delta_mean,p_level,resid_sd_on,resid_sd_off,variance_ratio,p_variance
gp,is_rain,131,96.72445210198474,92.22472284509044,4.499729256894298,0.026156044607688493,21.79858205941308,16.38458700529409,1.3304321953534533,4.693898703714929e-07
gp,is_political_gathering,101,95.26349408683168,92.57615149837066,2.6873425884610214,0.16643465724227796,18.360115150823088,17.188198632559097,1.0681814623694228,0.259735808124813
gp,is_powercut,118,90.58665937898306,93.21933024236341,-2.632670863380355,0.13042997869449524,17.669598338242977,17.2653639905694,1.0234130220419548,0.832213242990188
gp,is_event,275,92.71530791821819,92.94623655547619,-0.23092863725800328,0.855561467899917,17.544380526814322,17.251475470783056,1.0169785509956715,0.5709268551738809
gp,is_drama,147,91.60061443714285,93.12341475620053,-1.52280031905768,0.3366816763901147,17.36364279764931,17.32634026985714,1.0021529375050462,0.7697359535989332
gp,is_weekend,261,93.13780743812262,92.7699859722205,0.36782146590212506,0.7698602006896189,16.861666153018835,17.53045897790229,0.9618496682986744,0.9399419597937966
gp,is_holiday,49,89.10599078387756,93.09187518580609,-3.98588440192853,0.11099096975263281,16.361892927640255,17.36955093814376,0.9419871006399667,0.38609688655907526
gp,is_offer,235,88.63335621097872,94.36417910131344,-5.730822890334721,5.0874482034121944e-06,15.85772047519888,17.58905910193351,0.9015672972214693,0.013300460588381873
gp,event,13,102.09925557999999,92.74164617143498,9.357609408565011,0.026971576054490392,13.421752933745662,17.352197130026287,0.7734901138554163,0.09424338121805256
