rmse,mae,mape,mase,model,fold,n_test,base_model,variant,n_parameters
22.90817810810168,16.6829130057429,13.980463358118476,1.0120891663712024,gru_cov__tuned,7,63,gru_cov,tuned,0
21.358392674573217,16.095137735756374,11.361564816285652,0.9329673306445794,rnn_cov__default_cov,0,64,rnn_cov,default_cov,0
26.928804198599362,18.708609753234537,19.20619191823762,1.1020311134526735,rnn_cov__default_cov,1,64,rnn_cov,default_cov,0
18.354474935627042,14.0139424146165,13.74366469410624,0.8005436783550756,rnn_cov__default_cov,2,64,rnn_cov,default_cov,0
19.1999464563634,15.122090682811578,15.544342815467832,0.8942576302476696,rnn_cov__default_cov,3,64,rnn_cov,default_cov,0
17.258549652045986,13.743495831567204,12.287638419718174,0.8316649939633909,rnn_cov__default_cov,4,64,rnn_cov,default_cov,0
24.31577215257024,15.729064561412937,13.100599960041425,0.9618527493982073,rnn_cov__default_cov,5,64,rnn_cov,default_cov,0
21.224622455998997,15.620141416579868,13.712810482341458,0.9269872175453869,rnn_cov__default_cov,6,64,rnn_cov,default_cov,0
22.154155761991284,15.051307539231633,12.169618577054639,0.9035699572551047,rnn_cov__default_cov,7,71,rnn_cov,default_cov,0
17.01190085084307,13.196165932611333,9.886491278703732,0.7649261476986522,rnn_cov__default,0,64,rnn_cov,default,0
24.993447857939906,15.666268213951088,17.579777573072946,0.9228219109377619,rnn_cov__default,1,64,rnn_cov,default,0
16.134337404165453,11.260378390068437,11.963060616715978,0.6432468800965938,rnn_cov__default,2,64,rnn_cov,default,0
16.887795879533066,13.435272569816787,13.96050463100294,0.7945062135933483,rnn_cov__default,3,64,rnn_cov,default,0
18.335215325144024,13.993098403677479,12.778897342787616,0.8467692821424245,rnn_cov__default,4,64,rnn_cov,default,0
25.88070350111901,17.10982023850483,15.552280460454677,1.0462877543581413,rnn_cov__default,5,64,rnn_cov,default,0
19.40496408588208,14.243394966668557,13.669781284131673,0.8452833246783137,rnn_cov__default,6,64,rnn_cov,default,0
22.019168930186307,16.40574145870685,14.438854153217228,0.98488022186402,rnn_cov__default,7,71,rnn_cov,default,0
20.469252555157247,13.812499592095145,12.162589265020541,0.8000883675814956,rnn_cov__tuned,0,63,rnn_cov,tuned,0
21.425407855682625,15.707875225233074,17.10720456189641,0.9108361383283553,rnn_cov__tuned,1,63,rnn_cov,tuned,0
18.158055856559624,13.392276772958052,14.410504814076125,0.7826955427929698,rnn_cov__tuned,2,63,rnn_cov,tuned,0
17.27624152054132,13.265871869499835,14.343238642314473,0.801826081279944,rnn_cov__tuned,3,63,rnn_cov,tuned,0
22.455224160696275,17.28862961411782,14.177157618595757,1.0561433008008363,rnn_cov__tuned,4,63,rnn_cov,tuned,0
21.186553220545715,13.745832845044466,12.67815807411716,0.8523555697185639,rnn_cov__tuned,5,63,rnn_cov,tuned,0
18.323558789106002,13.226216966277534,12.58693725365087,0.7923940625850222,rnn_cov__tuned,6,63,rnn_cov,tuned,0
22.75209084956319,16.356564461231578,13.938353728473274,0.9922908358130307,rnn_cov__tuned,7,63,rnn_cov,tuned,0
23.446817267927784,17.6646923612468,12.44315314727398,1.0239478002302185,dlinear__default_cov,0,64,dlinear,default_cov,599
40.163470993778404,34.270148132444945,34.13283779698907,2.0186839109227157,dlinear__default_cov,1,64,dlinear,default_cov,599
21.138436894315706,15.264360850421594,16.377755050971498,0.8719735832645146,dlinear__default_cov,2,64,dlinear,default_cov,599
21.418258514049903,16.01194397896395,14.957796799617979,0.9468798579922624,dlinear__default_cov,3,64,dlinear,default_cov,599
19.825586468683216,15.422538559248343,13.269475178833826,0.9332694967110717,dlinear__default_cov,4,64,dlinear,default_cov,599
28.58402663604382,18.84788411553713,15.642049170711763,1.1525726203287754,dlinear__default_cov,5,64,dlinear,default_cov,599
22.164263480618448,17.183922467421258,14.588038839820477,1.0197907976481246,dlinear__default_cov,6,64,dlinear,default_cov,599
23.064619559188237,17.374610673477825,14.914055648677532,1.0430440134611645,dlinear__default_cov,7,71,dlinear,default_cov,599
20.78198973052185,15.387858142275928,10.981499611586038,0.8919693121633274,dlinear__default,0,64,dlinear,default,71
24.171283281370595,15.919588090261037,16.413570358149805,0.9377437244253344,dlinear__default,1,64,dlinear,default,71
15.764191832467045,11.853676128031609,12.034566937741006,0.6771388955949165,dlinear__default,2,64,dlinear,default,71
18.653298991693816,14.76663694401939,14.91523746384229,0.8732375725861798,dlinear__default,3,64,dlinear,default,71
18.706909735860876,14.030329204542976,12.723674444422178,0.84902224268147,dlinear__default,4,64,dlinear,default,71
26.020807112491156,17.114019179922728,14.425842459207555,1.046544525085453,dlinear__default,5,64,dlinear,default,71
19.78277998164798,14.272473742437406,13.252729436033237,0.8470090231032318,dlinear__default,6,64,dlinear,default,71
23.739432755811144,17.318612434262434,14.783501134286478,1.03968229046917,dlinear__default,7,71,dlinear,default,71
20.545974465886058,13.77633882517528,12.274441171572152,0.7979937569150839,dlinear__tuned,0,63,dlinear,tuned,114
22.879902369241037,17.751581604756506,17.414438446188214,1.0293424034922056,dlinear__tuned,1,63,dlinear,tuned,114
16.447281130447532,12.389334767643701,12.485591999467378,0.7240798010077889,dlinear__tuned,2,63,dlinear,tuned,114
13.741772009194376,9.912101178325612,9.890710863554075,0.5991148808952576,dlinear__tuned,3,63,dlinear,tuned,114
25.029099788011862,17.23408682107908,12.948126860194256,1.0528113417757097,dlinear__tuned,4,63,dlinear,tuned,114
23.048521804003713,13.891248623330327,12.882642982438453,0.8613725532614416,dlinear__tuned,5,63,dlinear,tuned,114
17.160603717481546,11.994828769099097,11.481340185481253,0.7186205339434392,dlinear__tuned,6,63,dlinear,tuned,114
24.04890374306463,17.13625202478775,13.94856009212559,1.0395915282015793,dlinear__tuned,7,63,dlinear,tuned,114
21.59599940507604,16.3113369978012,11.43557190164542,0.9454994910838892,nlinear__default_cov,0,64,nlinear,default_cov,311
34.56042707056579,28.405718262139374,28.5201464374798,1.6732395264932094,nlinear__default_cov,1,64,nlinear,default_cov,311
