operator,family,tau_star,tau_star_setting,cost_at_tau_star,saving_vs_tuned_baseline,sla_at_tau_star,alloc_at_tau_star,best_setting,cost_best,saving_best_vs_tuned_baseline,kappa
robi,quantile,0.9090909090909091,0.9,46.71953645373188,0.19349078462987268,0.2356744704570791,1.1261688056421713,0.95,43.71144970783927,0.2454187330930971,10.0
robi,conformal_adaptive,0.9090909090909091,0.9,49.33758820409803,0.1482959256210022,0.1505852842809364,1.2103271095930157,0.9,49.33758820409803,0.1482959256210022,10.0
robi,conformal_marginal,0.9090909090909091,0.9,59.090463426196585,-0.020065842068350697,0.1447045707915273,1.1922283458828462,0.95,55.34346329270345,0.04461780779294671,10.0
robi,conformal_mondrian,0.9090909090909091,0.9,59.204553787631205,-0.0220353592097088,0.1408584169453735,1.1897959403579137,0.95,55.34001688084767,0.04467730245262505,10.0
robi,conformal_relative,0.9090909090909091,0.9,60.34394595923033,-0.041704438915268996,0.1314659977703456,1.205958874994111,0.95,59.97367250698565,-0.03531248869251817,10.0
robi,static_peak,0.9090909090909091,0.95,71.32552062430324,-0.23127697834805175,0.0605351170568561,1.4724309682949444,0.95,71.32552062430324,-0.23127697834805175,10.0
robi,fixed_margin,0.9090909090909091,,,,,,0.3,57.92808756970137,0.0,10.0
