fold,tau,method,timestamp,group,y_true,allocation,point_forecast
0,0.8,marginal,2025-04-26 23:00:00,baseline,112.0,112.24238931398438,105.90873718261719
0,0.8,marginal,2025-04-27 00:25:00,baseline,112.0,116.94943582277344,110.61578369140625
0,0.8,marginal,2025-04-27 01:51:00,baseline,111.5483871,111.3680530713086,105.0344009399414
0,0.8,marginal,2025-04-27 03:17:00,baseline,111.0967742,107.93770181398438,101.60404968261719
0,0.8,marginal,2025-04-27 04:42:00,baseline,92.12903226,110.6034809277539,104.26982879638672
0,0.8,marginal,2025-04-27 06:08:00,baseline,58.70967742,86.87129556398438,80.53764343261719
0,0.8,marginal,2025-04-27 07:33:00,baseline,59.61290323,66.48445092897461,60.15079879760742
0,0.8,marginal,2025-04-27 08:59:00,baseline,59.61290323,79.1520878003125,72.81843566894531
0,0.8,marginal,2025-04-27 10:25:00,baseline,80.83870968,92.34086190919922,86.00720977783203
0,0.8,marginal,2025-04-27 11:50:00,baseline,81.74193548,92.7295795605664,86.39592742919922
0,0.8,marginal,2025-04-27 13:16:00,baseline,86.70967742,93.18313943605469,86.8494873046875
0,0.8,marginal,2025-04-27 14:42:00,baseline,87.61290323,93.9638324902539,87.63018035888672
0,0.8,marginal,2025-04-27 16:07:00,baseline,87.61290323,90.7830463574414,84.44939422607422
0,0.8,marginal,2025-04-27 17:33:00,baseline,105.6774194,93.774280183125,87.44062805175781
0,0.8,marginal,2025-04-27 18:58:00,baseline,106.1290323,104.66894876222656,98.33529663085938
0,0.8,marginal,2025-04-27 20:24:00,baseline,106.1290323,112.3383899853711,106.0047378540039
0,0.8,marginal,2025-04-27 21:50:00,baseline,106.1290323,104.73351632814453,98.39986419677734
0,0.8,marginal,2025-04-27 23:15:00,baseline,104.3225806,111.88144265871094,105.54779052734375
0,0.8,marginal,2025-04-28 00:41:00,baseline,88.96774194,105.5633655713086,99.2297134399414
0,0.8,marginal,2025-04-28 02:06:00,baseline,88.51612903,96.92438852052734,90.59073638916016
0,0.8,marginal,2025-04-28 03:32:00,baseline,87.61290323,89.21203195314453,82.87837982177734
0,0.8,marginal,2025-04-28 04:58:00,baseline,57.80645161,76.6554828808789,70.32183074951172
0,0.8,marginal,2025-04-28 06:23:00,baseline,58.25806452,66.68886148195313,60.35520935058594
0,0.8,marginal,2025-04-28 07:49:00,baseline,79.93548387,84.9566761181836,78.6230239868164
0,0.8,marginal,2025-04-28 09:15:00,baseline,81.74193548,95.38064157228516,89.04698944091797
0,0.8,marginal,2025-04-28 10:40:00,baseline,81.74193548,94.30871927003906,87.97506713867188
0,0.8,marginal,2025-04-28 12:06:00,baseline,87.16129032,90.51191293458984,84.17826080322266
0,0.8,marginal,2025-04-28 13:31:00,baseline,87.61290323,93.35029947023438,87.01664733886719
0,0.8,marginal,2025-04-28 14:57:00,baseline,87.61290323,89.21966134767578,82.8860092163086
0,0.8,marginal,2025-04-28 16:23:00,baseline,107.483871,91.6888080761914,85.35515594482422
0,0.8,marginal,2025-04-28 17:48:00,baseline,108.3870968,107.41035043458984,101.07669830322266
0,0.8,marginal,2025-04-28 19:14:00,baseline,108.3870968,115.90517770509766,109.57152557373047
0,0.8,marginal,2025-04-28 20:39:00,baseline,108.3870968,109.13335000734375,102.79969787597656
0,0.8,marginal,2025-04-28 22:05:00,baseline,107.9354839,115.74906503419922,109.41541290283203
0,0.8,marginal,2025-04-28 23:31:00,baseline,87.61290323,112.47114145021484,106.13748931884766
0,0.8,marginal,2025-04-29 00:56:00,baseline,60.06451613,85.61465036134766,79.28099822998047
0,0.8,marginal,2025-04-29 02:22:00,baseline,61.87096774,72.16818582277344,65.83453369140625
0,0.8,marginal,2025-04-29 03:48:00,baseline,61.87096774,85.46449624757813,79.13084411621094
0,0.8,marginal,2025-04-29 05:13:00,baseline,82.19354839,87.46106302003906,81.12741088867188
0,0.8,marginal,2025-04-29 06:39:00,baseline,83.09677419,89.94379007082031,83.61013793945312
0,0.8,marginal,2025-04-29 08:04:00,baseline,87.16129032,93.6157337353711,87.2820816040039
0,0.8,marginal,2025-04-29 09:30:00,baseline,87.16129032,95.09765969972656,88.76400756835938
0,0.8,marginal,2025-04-29 10:56:00,baseline,87.16129032,87.45879708986328,81.1251449584961
0,0.8,marginal,2025-04-29 12:21:00,baseline,107.9354839,90.87255441408203,84.53890228271484
0,0.8,marginal,2025-04-29 13:47:00,baseline,108.3870968,111.4950824902539,105.16143035888672
0,0.8,marginal,2025-04-29 15:12:00,baseline,108.3870968,114.05517160158203,107.72151947021484
0,0.8,marginal,2025-04-29 16:38:00,baseline,108.3870968,110.36319314699219,104.029541015625
0,0.8,marginal,2025-04-29 18:04:00,baseline,107.9354839,110.48489724855469,104.1512451171875
0,0.8,marginal,2025-04-29 19:29:00,baseline,98.4516129,112.63598214845703,106.30233001708984
0,0.8,marginal,2025-04-29 20:55:00,baseline,97.5483871,103.25583230714844,96.92218017578125
0,0.8,marginal,2025-04-29 22:20:00,baseline,97.09677419,101.70206033449219,95.368408203125
0,0.8,marginal,2025-04-29 23:46:00,baseline,65.48387097,100.1572376416211,93.8235855102539
0,0.8,marginal,2025-04-30 01:12:00,baseline,65.93548387,81.57394754152344,75.24029541015625
0,0.8,marginal,2025-04-30 02:37:00,baseline,88.96774194,88.71540414552734,82.38175201416016
0,0.8,marginal,2025-04-30 04:03:00,baseline,89.41935484,100.13936197023438,93.80570983886719
0,0.8,marginal,2025-04-30 05:29:00,baseline,91.22580645,98.79973184328125,92.46607971191406
0,0.8,marginal,2025-04-30 06:54:00,baseline,92.58064516,85.84817849855469,79.5145263671875
0,0.8,marginal,2025-04-30 08:20:00,baseline,92.58064516,94.76182138185547,88.42816925048828
0,0.8,marginal,2025-04-30 09:45:00,baseline,92.58064516,96.20220529298828,89.8685531616211
0,0.8,marginal,2025-04-30 11:11:00,baseline,112.9032258,107.46984445314453,101.13619232177734
0,0.8,marginal,2025-04-30 12:37:00,baseline,112.4516129,116.89789163332031,110.56423950195312
0,0.8,marginal,2025-04-30 14:02:00,baseline,112.0,120.77563821535156,114.44198608398438
0,0.8,marginal,2025-04-30 15:28:00,baseline,111.0967742,105.92946969728516,99.59581756591797
0,0.8,marginal,2025-04-30 16:53:00,baseline,91.67741935,108.4836536572461,102.1500015258789
0,0.8,marginal,2025-04-30 18:19:00,baseline,89.41935484,97.30472909669922,90.97107696533203
0,0.8,marginal,2025-04-30 19:45:00,baseline,63.22580645,93.42730294923828,87.0936508178711
0,0.8,adaptive,2025-04-26 23:00:00,baseline,112.0,109.10080835373083,105.90873718261719
0,0.8,adaptive,2025-04-27 00:25:00,baseline,112.0,113.70936309442129,110.61578369140625
0,0.8,adaptive,2025-04-27 01:51:00,baseline,111.5483871,111.12704009958624,105.0344009399414
0,0.8,adaptive,2025-04-27 03:17:00,baseline,111.0967742,108.54284822668104,101.60404968261719
0,0.8,adaptive,2025-04-27 04:42:00,baseline,92.12903226,109.86666032413429,104.26982879638672
0,0.8,adaptive,2025-04-27 06:08:00,baseline,58.70967742,92.11138998701522,80.53764343261719
0,0.8,adaptive,2025-04-27 07:33:00,baseline,59.61290323,79.44962766973548,60.15079879760742
0,0.8,adaptive,2025-04-27 08:59:00,baseline,59.61290323,94.12480719047795,72.81843566894531
0,0.8,adaptive,2025-04-27 10:25:00,baseline,80.83870968,90.86611048612922,86.00720977783203
0,0.8,adaptive,2025-04-27 11:50:00,baseline,81.74193548,91.17626870850887,86.39592742919922
0,0.8,adaptive,2025-04-27 13:16:00,baseline,86.70967742,90.77527731896473,86.8494873046875
0,0.8,adaptive,2025-04-27 14:42:00,baseline,87.61290323,91.80758064771575,87.63018035888672
0,0.8,adaptive,2025-04-27 16:07:00,baseline,87.61290323,90.3353951462237,84.44939422607422
0,0.8,adaptive,2025-04-27 17:33:00,baseline,105.6774194,94.70815761448623,87.44062805175781
0,0.8,adaptive,2025-04-27 18:58:00,baseline,106.1290323,100.32486454284717,98.33529663085938
0,0.8,adaptive,2025-04-27 20:24:00,baseline,106.1290323,109.70494433297668,106.0047378540039
0,0.8,adaptive,2025-04-27 21:50:00,baseline,106.1290323,103.55968612341695,98.39986419677734
0,0.8,adaptive,2025-04-27 23:15:00,baseline,104.3225806,111.76054988331067,105.54779052734375
0,0.8,adaptive,2025-04-28 00:41:00,baseline,88.96774194,105.88584316047023,99.2297134399414
0,0.8,adaptive,2025-04-28 02:06:00,baseline,88.51612903,96.28952584303633,90.59073638916016
0,0.8,adaptive,2025-04-28 03:32:00,baseline,87.61290323,92.37286470060796,82.87837982177734
0,0.8,adaptive,2025-04-28 04:58:00,baseline,57.80645161,85.48039052544314,70.32183074951172
0,0.8,adaptive,2025-04-28 06:23:00,baseline,58.25806452,86.07802733622123,60.35520935058594
0,0.8,adaptive,2025-04-28 07:49:00,baseline,79.93548387,85.295769986724,78.6230239868164
0,0.8,adaptive,2025-04-28 09:15:00,baseline,81.74193548,93.65628762737353,89.04698944091797
0,0.8,adaptive,2025-04-28 10:40:00,baseline,81.74193548,92.48688593933663,87.97506713867188
0,0.8,adaptive,2025-04-28 12:06:00,baseline,87.16129032,98.6541875944814,84.17826080322266
0,0.8,adaptive,2025-04-28 13:31:00,baseline,87.61290323,92.43196272772528,87.01664733886719
0,0.8,adaptive,2025-04-28 14:57:00,baseline,87.61290323,88.02712729634479,82.8860092163086
0,0.8,adaptive,2025-04-28 16:23:00,baseline,107.483871,93.17923834719426,85.35515594482422
0,0.8,adaptive,2025-04-28 17:48:00,baseline,108.3870968,106.47646469395066,101.07669830322266
0,0.8,adaptive,2025-04-28 19:14:00,baseline,108.3870968,110.29264151695178,109.57152557373047
0,0.8,adaptive,2025-04-28 20:39:00,baseline,108.3870968,108.42959504631379,102.79969787597656
0,0.8,adaptive,2025-04-28 22:05:00,baseline,107.9354839,113.80329213494763,109.41541290283203
0,0.8,adaptive,2025-04-28 23:31:00,baseline,87.61290323,110.13105522227912,106.13748931884766
0,0.8,adaptive,2025-04-29 00:56:00,baseline,60.06451613,92.42310074011795,79.28099822998047
0,0.8,adaptive,2025-04-29 02:22:00,baseline,61.87096774,88.2987820970285,65.83453369140625
0,0.8,adaptive,2025-04-29 03:48:00,baseline,61.87096774,86.19679785171533,79.13084411621094
0,0.8,adaptive,2025-04-29 05:13:00,baseline,82.19354839,84.13857666301573,81.12741088867188
0,0.8,adaptive,2025-04-29 06:39:00,baseline,83.09677419,86.30037366989697,83.61013793945312
0,0.8,adaptive,2025-04-29 08:04:00,baseline,87.16129032,91.27635233701596,87.2820816040039
0,0.8,adaptive,2025-04-29 09:30:00,baseline,87.16129032,92.00626318366062,88.76400756835938
0,0.8,adaptive,2025-04-29 10:56:00,baseline,87.16129032,85.65007553799562,81.1251449584961
0,0.8,adaptive,2025-04-29 12:21:00,baseline,107.9354839,91.75629541295679,84.53890228271484
0,0.8,adaptive,2025-04-29 13:47:00,baseline,108.3870968,107.39873093491137,105.16143035888672
0,0.8,adaptive,2025-04-29 15:12:00,baseline,108.3870968,109.87198765330928,107.72151947021484
0,0.8,adaptive,2025-04-29 16:38:00,baseline,108.3870968,107.4150496042589,104.029541015625
0,0.8,adaptive,2025-04-29 18:04:00,baseline,107.9354839,110.11776117681521,104.1512451171875
0,0.8,adaptive,2025-04-29 19:29:00,baseline,98.4516129,109.11445429512,106.30233001708984
0,0.8,adaptive,2025-04-29 20:55:00,baseline,97.5483871,106.57899500522745,96.92218017578125
0,0.8,adaptive,2025-04-29 22:20:00,baseline,97.09677419,99.88711205491661,95.368408203125
0,0.8,adaptive,2025-04-29 23:46:00,baseline,65.48387097,98.83318580751134,93.8235855102539
0,0.8,adaptive,2025-04-30 01:12:00,baseline,65.93548387,87.35653873979635,75.24029541015625
0,0.8,adaptive,2025-04-30 02:37:00,baseline,88.96774194,96.59383773940883,82.38175201416016
0,0.8,adaptive,2025-04-30 04:03:00,baseline,89.41935484,97.34518925085429,93.80570983886719
0,0.8,adaptive,2025-04-30 05:29:00,baseline,91.22580645,94.01414413789085,92.46607971191406
0,0.8,adaptive,2025-04-30 06:54:00,baseline,92.58064516,86.78356880769435,79.5145263671875
0,0.8,adaptive,2025-04-30 08:20:00,baseline,92.58064516,95.65129508311722,88.42816925048828
0,0.8,adaptive,2025-04-30 09:45:00,baseline,92.58064516,96.21034257656777,89.8685531616211
0,0.8,adaptive,2025-04-30 11:11:00,baseline,112.9032258,106.1285194584843,101.13619232177734
0,0.8,adaptive,2025-04-30 12:37:00,baseline,112.4516129,111.56766839332083,110.56423950195312
0,0.8,adaptive,2025-04-30 14:02:00,baseline,112.0,115.16310202720568,114.44198608398438
0,0.8,adaptive,2025-04-30 15:28:00,baseline,111.0967742,103.52716783342115,99.59581756591797
0,0.8,adaptive,2025-04-30 16:53:00,baseline,91.67741935,105.80044157588469,102.1500015258789
0,0.8,adaptive,2025-04-30 18:19:00,baseline,89.41935484,97.78202188474059,90.97107696533203
0,0.8,adaptive,2025-04-30 19:45:00,baseline,63.22580645,93.21335842525642,87.0936508178711
0,0.8,mondrian,2025-04-26 23:00:00,baseline,112.0,112.24238931398438,105.90873718261719
0,0.8,mondrian,2025-04-27 00:25:00,baseline,112.0,116.94943582277344,110.61578369140625
0,0.8,mondrian,2025-04-27 01:51:00,baseline,111.5483871,111.3680530713086,105.0344009399414
0,0.8,mondrian,2025-04-27 03:17:00,baseline,111.0967742,107.93770181398438,101.60404968261719
0,0.8,mondrian,2025-04-27 04:42:00,baseline,92.12903226,110.6034809277539,104.26982879638672
0,0.8,mondrian,2025-04-27 06:08:00,baseline,58.70967742,86.87129556398438,80.53764343261719
0,0.8,mondrian,2025-04-27 07:33:00,baseline,59.61290323,66.48445092897461,60.15079879760742
0,0.8,mondrian,2025-04-27 08:59:00,baseline,59.61290323,79.1520878003125,72.81843566894531
0,0.8,mondrian,2025-04-27 10:25:00,baseline,80.83870968,92.34086190919922,86.00720977783203
0,0.8,mondrian,2025-04-27 11:50:00,baseline,81.74193548,92.7295795605664,86.39592742919922
0,0.8,mondrian,2025-04-27 13:16:00,baseline,86.70967742,93.18313943605469,86.8494873046875
0,0.8,mondrian,2025-04-27 14:42:00,baseline,87.61290323,93.9638324902539,87.63018035888672
0,0.8,mondrian,2025-04-27 16:07:00,baseline,87.61290323,90.7830463574414,84.44939422607422
0,0.8,mondrian,2025-04-27 17:33:00,baseline,105.6774194,93.774280183125,87.44062805175781
0,0.8,mondrian,2025-04-27 18:58:00,baseline,106.1290323,104.66894876222656,98.33529663085938
0,0.8,mondrian,2025-04-27 20:24:00,baseline,106.1290323,112.3383899853711,106.0047378540039
0,0.8,mondrian,2025-04-27 21:50:00,baseline,106.1290323,104.73351632814453,98.39986419677734
0,0.8,mondrian,2025-04-27 23:15:00,baseline,104.3225806,111.88144265871094,105.54779052734375
0,0.8,mondrian,2025-04-28 00:41:00,baseline,88.96774194,105.5633655713086,99.2297134399414
0,0.8,mondrian,2025-04-28 02:06:00,baseline,88.51612903,96.92438852052734,90.59073638916016
0,0.8,mondrian,2025-04-28 03:32:00,baseline,87.61290323,89.21203195314453,82.87837982177734
0,0.8,mondrian,2025-04-28 04:58:00,baseline,57.80645161,76.6554828808789,70.32183074951172
0,0.8,mondrian,2025-04-28 06:23:00,baseline,58.25806452,66.68886148195313,60.35520935058594
0,0.8,mondrian,2025-04-28 07:49:00,baseline,79.93548387,84.9566761181836,78.6230239868164
0,0.8,mondrian,2025-04-28 09:15:00,baseline,81.74193548,95.38064157228516,89.04698944091797
0,0.8,mondrian,2025-04-28 10:40:00,baseline,81.74193548,94.30871927003906,87.97506713867188
0,0.8,mondrian,2025-04-28 12:06:00,baseline,87.16129032,90.51191293458984,84.17826080322266
0,0.8,mondrian,2025-04-28 13:31:00,baseline,87.61290323,93.35029947023438,87.01664733886719
0,0.8,mondrian,2025-04-28 14:57:00,baseline,87.61290323,89.21966134767578,82.8860092163086
0,0.8,mondrian,2025-04-28 16:23:00,baseline,107.483871,91.6888080761914,85.35515594482422
0,0.8,mondrian,2025-04-28 17:48:00,baseline,108.3870968,107.41035043458984,101.07669830322266
0,0.8,mondrian,2025-04-28 19:14:00,baseline,108.3870968,115.90517770509766,109.57152557373047
0,0.8,mondrian,2025-04-28 20:39:00,baseline,108.3870968,109.13335000734375,102.79969787597656
0,0.8,mondrian,2025-04-28 22:05:00,baseline,107.9354839,115.74906503419922,109.41541290283203
0,0.8,mondrian,2025-04-28 23:31:00,baseline,87.61290323,112.47114145021484,106.13748931884766
0,0.8,mondrian,2025-04-29 00:56:00,baseline,60.06451613,85.61465036134766,79.28099822998047
0,0.8,mondrian,2025-04-29 02:22:00,baseline,61.87096774,72.16818582277344,65.83453369140625
0,0.8,mondrian,2025-04-29 03:48:00,baseline,61.87096774,85.46449624757813,79.13084411621094
0,0.8,mondrian,2025-04-29 05:13:00,baseline,82.19354839,87.46106302003906,81.12741088867188
0,0.8,mondrian,2025-04-29 06:39:00,baseline,83.09677419,89.94379007082031,83.61013793945312
0,0.8,mondrian,2025-04-29 08:04:00,baseline,87.16129032,93.6157337353711,87.2820816040039
0,0.8,mondrian,2025-04-29 09:30:00,baseline,87.16129032,95.09765969972656,88.76400756835938
0,0.8,mondrian,2025-04-29 10:56:00,baseline,87.16129032,87.45879708986328,81.1251449584961
0,0.8,mondrian,2025-04-29 12:21:00,baseline,107.9354839,90.87255441408203,84.53890228271484
0,0.8,mondrian,2025-04-29 13:47:00,baseline,108.3870968,111.4950824902539,105.16143035888672
0,0.8,mondrian,2025-04-29 15:12:00,baseline,108.3870968,114.05517160158203,107.72151947021484
0,0.8,mondrian,2025-04-29 16:38:00,baseline,108.3870968,110.36319314699219,104.029541015625
0,0.8,mondrian,2025-04-29 18:04:00,baseline,107.9354839,110.48489724855469,104.1512451171875
0,0.8,mondrian,2025-04-29 19:29:00,baseline,98.4516129,112.63598214845703,106.30233001708984
0,0.8,mondrian,2025-04-29 20:55:00,baseline,97.5483871,103.25583230714844,96.92218017578125
0,0.8,mondrian,2025-04-29 22:20:00,baseline,97.09677419,101.70206033449219,95.368408203125
0,0.8,mondrian,2025-04-29 23:46:00,baseline,65.48387097,100.1572376416211,93.8235855102539
0,0.8,mondrian,2025-04-30 01:12:00,baseline,65.93548387,81.57394754152344,75.24029541015625
0,0.8,mondrian,2025-04-30 02:37:00,baseline,88.96774194,88.71540414552734,82.38175201416016
0,0.8,mondrian,2025-04-30 04:03:00,baseline,89.41935484,100.13936197023438,93.80570983886719
0,0.8,mondrian,2025-04-30 05:29:00,baseline,91.22580645,98.79973184328125,92.46607971191406
0,0.8,mondrian,2025-04-30 06:54:00,baseline,92.58064516,85.84817849855469,79.5145263671875
0,0.8,mondrian,2025-04-30 08:20:00,baseline,92.58064516,94.76182138185547,88.42816925048828
0,0.8,mondrian,2025-04-30 09:45:00,baseline,92.58064516,96.20220529298828,89.8685531616211
0,0.8,mondrian,2025-04-30 11:11:00,baseline,112.9032258,107.46984445314453,101.13619232177734
0,0.8,mondrian,2025-04-30 12:37:00,baseline,112.4516129,116.89789163332031,110.56423950195312
0,0.8,mondrian,2025-04-30 14:02:00,baseline,112.0,120.77563821535156,114.44198608398438
0,0.8,mondrian,2025-04-30 15:28:00,baseline,111.0967742,105.92946969728516,99.59581756591797
0,0.8,mondrian,2025-04-30 16:53:00,baseline,91.67741935,108.4836536572461,102.1500015258789
0,0.8,mondrian,2025-04-30 18:19:00,baseline,89.41935484,97.30472909669922,90.97107696533203
0,0.8,mondrian,2025-04-30 19:45:00,baseline,63.22580645,93.42730294923828,87.0936508178711
0,0.8,aci,2025-04-26 23:00:00,baseline,112.0,112.24238931398438,105.90873718261719
0,0.8,aci,2025-04-27 00:25:00,baseline,112.0,116.79665818720703,110.61578369140625
0,0.8,aci,2025-04-27 01:51:00,baseline,111.5483871,111.16962998816406,105.0344009399414
0,0.8,aci,2025-04-27 03:17:00,baseline,111.0967742,108.11803584267578,101.60404968261719
0,0.8,aci,2025-04-27 04:42:00,baseline,92.12903226,111.7227074359375,104.26982879638672
0,0.8,aci,2025-04-27 06:08:00,baseline,58.70967742,87.39112808007812,80.53764343261719
0,0.8,aci,2025-04-27 07:33:00,baseline,59.61290323,66.82365257993165,60.15079879760742
0,0.8,aci,2025-04-27 08:59:00,baseline,59.61290323,79.45100994785156,72.81843566894531
0,0.8,aci,2025-04-27 10:25:00,baseline,80.83870968,92.52119593789062,86.00720977783203
0,0.8,aci,2025-04-27 11:50:00,baseline,81.74193548,92.74262191552734,86.39592742919922
0,0.8,aci,2025-04-27 13:16:00,baseline,86.70967742,93.18313943605469,86.8494873046875
0,0.8,aci,2025-04-27 14:42:00,baseline,87.61290323,93.8110548546875,87.63018035888672
0,0.8,aci,2025-04-27 16:07:00,baseline,87.61290323,90.54065704345703,84.44939422607422
0,0.8,aci,2025-04-27 17:33:00,baseline,105.6774194,92.87900612207031,87.44062805175781
0,0.8,aci,2025-04-27 18:58:00,baseline,106.1290323,104.68421862041015,98.33529663085938
0,0.8,aci,2025-04-27 20:24:00,baseline,106.1290323,112.85822250146484,106.0047378540039
0,0.8,aci,2025-04-27 21:50:00,baseline,106.1290323,105.24514576523437,98.39986419677734
0,0.8,aci,2025-04-27 23:15:00,baseline,104.3225806,114.02587792632812,105.54779052734375
0,0.8,aci,2025-04-28 00:41:00,baseline,88.96774194,107.02344910908204,99.2297134399414
0,0.8,aci,2025-04-28 02:06:00,baseline,88.51612903,98.31990449238282,90.59073638916016
0,0.8,aci,2025-04-28 03:32:00,baseline,87.61290323,89.73186446923827,82.87837982177734
0,0.8,aci,2025-04-28 04:58:00,baseline,57.80645161,77.16711231796874,70.32183074951172
0,0.8,aci,2025-04-28 06:23:00,baseline,58.25806452,67.02806313291016,60.35520935058594
0,0.8,aci,2025-04-28 07:49:00,baseline,79.93548387,85.137010146875,78.6230239868164
0,0.8,aci,2025-04-28 09:15:00,baseline,81.74193548,95.39591143046874,89.04698944091797
0,0.8,aci,2025-04-28 10:40:00,baseline,81.74193548,94.30871927003906,87.97506713867188
0,0.8,aci,2025-04-28 12:06:00,baseline,87.16129032,90.35913529902344,84.17826080322266
