operator,model,horizon_hours,lead_hours,fold,tau,method,n,coverage,mean_allocation_ratio,natively_expressible
robi,chronos-bolt-small,1.5,1.65,1,0.95,zero_shot,65,0.8307692307692307,1.2196413707102203,False
robi,chronos-bolt-small,1.5,1.65,1,0.95,conformal,65,0.9230769230769231,1.320626009939431,False
robi,chronos-bolt-small,1.5,1.65,2,0.8,zero_shot,65,0.7538461538461538,1.1429784403371404,True
robi,chronos-bolt-small,1.5,1.65,2,0.8,conformal,65,0.8153846153846154,1.179580987098675,True
robi,chronos-bolt-small,1.5,1.65,2,0.9,zero_shot,65,0.8307692307692307,1.2147198896329041,True
robi,chronos-bolt-small,1.5,1.65,2,0.9,conformal,65,0.8769230769230769,1.24217983284865,True
robi,chronos-bolt-small,1.5,1.65,2,0.95,zero_shot,65,0.8307692307692307,1.2147198896329041,False
robi,chronos-bolt-small,1.5,1.65,2,0.95,conformal,65,0.9384615384615385,1.3322687098038006,False
robi,chronos-bolt-small,1.5,1.65,3,0.8,zero_shot,65,0.5846153846153845,1.0870305104470868,True
robi,chronos-bolt-small,1.5,1.65,3,0.8,conformal,65,0.7076923076923076,1.1373614822327769,True
robi,chronos-bolt-small,1.5,1.65,3,0.9,zero_shot,65,0.8461538461538461,1.1602495237278359,True
robi,chronos-bolt-small,1.5,1.65,3,0.9,conformal,65,0.8923076923076922,1.1947050507067545,True
robi,chronos-bolt-small,1.5,1.65,3,0.95,zero_shot,65,0.8461538461538461,1.1602495237278359,False
robi,chronos-bolt-small,1.5,1.65,3,0.95,conformal,65,0.9692307692307692,1.2755770540707336,False
robi,chronos-bolt-small,1.5,1.65,4,0.8,zero_shot,65,0.5846153846153845,1.0912801392104272,True
robi,chronos-bolt-small,1.5,1.65,4,0.8,conformal,65,0.8,1.1471292025792164,True
robi,chronos-bolt-small,1.5,1.65,4,0.9,zero_shot,65,0.8,1.1629998285483074,True
robi,chronos-bolt-small,1.5,1.65,4,0.9,conformal,65,0.8615384615384616,1.1992639239056198,True
robi,chronos-bolt-small,1.5,1.65,4,0.95,zero_shot,65,0.8,1.1629998285483074,False
robi,chronos-bolt-small,1.5,1.65,4,0.95,conformal,65,0.9230769230769231,1.2681467885418112,False
robi,chronos-bolt-small,1.5,1.65,5,0.8,zero_shot,65,0.8769230769230769,1.1205923880678132,True
robi,chronos-bolt-small,1.5,1.65,5,0.8,conformal,65,0.9384615384615385,1.1707223941115255,True
robi,chronos-bolt-small,1.5,1.65,5,0.9,zero_shot,65,0.9384615384615385,1.1870809250835286,True
robi,chronos-bolt-small,1.5,1.65,5,0.9,conformal,65,1.0,1.2370159563472636,True
robi,chronos-bolt-small,1.5,1.65,5,0.95,zero_shot,65,0.9384615384615385,1.1870809250835286,False
robi,chronos-bolt-small,1.5,1.65,5,0.95,conformal,65,1.0,1.282111326318446,False
robi,chronos-bolt-small,1.5,1.65,6,0.8,zero_shot,65,0.8307692307692307,1.1724588075573503,True
robi,chronos-bolt-small,1.5,1.65,6,0.8,conformal,65,0.9076923076923077,1.225382843053559,True
robi,chronos-bolt-small,1.5,1.65,6,0.9,zero_shot,65,0.9076923076923077,1.2479619240342124,True
robi,chronos-bolt-small,1.5,1.65,6,0.9,conformal,65,0.9538461538461538,1.2772974712929714,True
robi,chronos-bolt-small,1.5,1.65,6,0.95,zero_shot,65,0.9076923076923077,1.2479619240342124,False
robi,chronos-bolt-small,1.5,1.65,6,0.95,conformal,65,0.9846153846153847,1.3277317623372422,False
robi,chronos-bolt-small,1.5,1.65,7,0.8,zero_shot,69,0.7681159420289855,1.1162083136300656,True
robi,chronos-bolt-small,1.5,1.65,7,0.8,conformal,69,0.8115942028985508,1.1425713571258842,True
robi,chronos-bolt-small,1.5,1.65,7,0.9,zero_shot,69,0.927536231884058,1.1907248088795073,True
robi,chronos-bolt-small,1.5,1.65,7,0.9,conformal,69,0.927536231884058,1.2123377376282043,True
robi,chronos-bolt-small,1.5,1.65,7,0.95,zero_shot,69,0.927536231884058,1.1907248088795073,False
robi,chronos-bolt-small,1.5,1.65,7,0.95,conformal,69,0.9565217391304348,1.2500194085022223,False
robi,chronos-bolt-small,3.0,3.3,0,0.8,zero_shot,65,0.676923076923077,1.1372459736055702,True
robi,chronos-bolt-small,3.0,3.3,0,0.8,conformal,65,0.8307692307692307,1.2059162493271718,True
robi,chronos-bolt-small,3.0,3.3,0,0.9,zero_shot,65,0.8307692307692307,1.2056591699211994,True
robi,chronos-bolt-small,3.0,3.3,0,0.9,conformal,65,0.9538461538461538,1.2927294506276312,True
robi,chronos-bolt-small,3.0,3.3,0,0.95,zero_shot,65,0.8307692307692307,1.2056591699211994,False
robi,chronos-bolt-small,3.0,3.3,0,0.95,conformal,65,0.9846153846153847,1.345172605204052,False
robi,chronos-bolt-small,3.0,3.3,1,0.8,zero_shot,65,0.7230769230769231,1.2124124982735316,True
robi,chronos-bolt-small,3.0,3.3,1,0.8,conformal,65,0.7538461538461538,1.262931664131293,True
robi,chronos-bolt-small,3.0,3.3,1,0.9,zero_shot,65,0.8,1.2866875572862029,True
robi,chronos-bolt-small,3.0,3.3,1,0.9,conformal,65,0.8615384615384616,1.3466172562490932,True
robi,chronos-bolt-small,3.0,3.3,1,0.95,zero_shot,65,0.8,1.2866875572862029,False
robi,chronos-bolt-small,3.0,3.3,1,0.95,conformal,65,0.9076923076923077,1.408401159742638,False
robi,chronos-bolt-small,3.0,3.3,2,0.8,zero_shot,65,0.7230769230769231,1.1930335942548276,True
robi,chronos-bolt-small,3.0,3.3,2,0.8,conformal,65,0.8153846153846154,1.2638118377350236,True
robi,chronos-bolt-small,3.0,3.3,2,0.9,zero_shot,65,0.8153846153846154,1.2767959498923402,True
robi,chronos-bolt-small,3.0,3.3,2,0.9,conformal,65,0.8769230769230769,1.362678865202556,True
robi,chronos-bolt-small,3.0,3.3,2,0.95,zero_shot,65,0.8153846153846154,1.2767959498923402,False
robi,chronos-bolt-small,3.0,3.3,2,0.95,conformal,65,0.9230769230769231,1.454650083572209,False
robi,chronos-bolt-small,3.0,3.3,3,0.8,zero_shot,65,0.5846153846153845,1.0984819415586298,True
robi,chronos-bolt-small,3.0,3.3,3,0.8,conformal,65,0.6923076923076923,1.1799259908692827,True
robi,chronos-bolt-small,3.0,3.3,3,0.9,zero_shot,65,0.676923076923077,1.1810128392332895,True
robi,chronos-bolt-small,3.0,3.3,3,0.9,conformal,65,0.8923076923076922,1.273086350788436,True
robi,chronos-bolt-small,3.0,3.3,3,0.95,zero_shot,65,0.676923076923077,1.1810128392332895,False
robi,chronos-bolt-small,3.0,3.3,3,0.95,conformal,65,1.0,1.3804999917851146,False
robi,chronos-bolt-small,3.0,3.3,4,0.8,zero_shot,65,0.6,1.102941316741268,True
robi,chronos-bolt-small,3.0,3.3,4,0.8,conformal,65,0.7230769230769231,1.1978232516915184,True
robi,chronos-bolt-small,3.0,3.3,4,0.9,zero_shot,65,0.676923076923077,1.184294139682567,True
robi,chronos-bolt-small,3.0,3.3,4,0.9,conformal,65,0.8153846153846154,1.2787682917320615,True
robi,chronos-bolt-small,3.0,3.3,4,0.95,zero_shot,65,0.676923076923077,1.184294139682567,False
robi,chronos-bolt-small,3.0,3.3,4,0.95,conformal,65,0.8615384615384616,1.3583271884709684,False
robi,chronos-bolt-small,3.0,3.3,5,0.8,zero_shot,65,0.7846153846153846,1.1342360651588668,True
robi,chronos-bolt-small,3.0,3.3,5,0.8,conformal,65,0.9384615384615385,1.2388185018366744,True
robi,chronos-bolt-small,3.0,3.3,5,0.9,zero_shot,65,0.8923076923076922,1.209461889615918,True
robi,chronos-bolt-small,3.0,3.3,5,0.9,conformal,65,1.0,1.320924104795666,True
robi,chronos-bolt-small,3.0,3.3,5,0.95,zero_shot,65,0.8923076923076922,1.209461889615918,False
robi,chronos-bolt-small,3.0,3.3,5,0.95,conformal,65,1.0,1.369874283718298,False
robi,chronos-bolt-small,3.0,3.3,6,0.8,zero_shot,65,0.8,1.23073811009451,True
robi,chronos-bolt-small,3.0,3.3,6,0.8,conformal,65,0.9230769230769231,1.329899106375936,True
robi,chronos-bolt-small,3.0,3.3,6,0.9,zero_shot,65,0.8769230769230769,1.3177517046878573,True
robi,chronos-bolt-small,3.0,3.3,6,0.9,conformal,65,0.9692307692307692,1.4218755361821833,True
robi,chronos-bolt-small,3.0,3.3,6,0.95,zero_shot,65,0.8769230769230769,1.3177517046878573,False
robi,chronos-bolt-small,3.0,3.3,6,0.95,conformal,65,1.0,1.4919652687783171,False
robi,chronos-bolt-small,3.0,3.3,7,0.8,zero_shot,69,0.6666666666666667,1.1189780546348043,True
robi,chronos-bolt-small,3.0,3.3,7,0.8,conformal,69,0.7681159420289855,1.188132552736044,True
robi,chronos-bolt-small,3.0,3.3,7,0.9,zero_shot,69,0.782608695652174,1.2040077594174496,True
robi,chronos-bolt-small,3.0,3.3,7,0.9,conformal,69,0.927536231884058,1.2768394054113625,True
robi,chronos-bolt-small,3.0,3.3,7,0.95,zero_shot,69,0.782608695652174,1.2040077594174496,False
robi,chronos-bolt-small,3.0,3.3,7,0.95,conformal,69,0.9855072463768116,1.3259608421044098,False
robi,chronos-bolt-small,6.0,6.6,0,0.8,zero_shot,65,0.5692307692307692,1.11971896227589,True
robi,chronos-bolt-small,6.0,6.6,0,0.8,conformal,65,0.8153846153846154,1.2140630125140195,True
robi,chronos-bolt-small,6.0,6.6,0,0.9,zero_shot,65,0.7538461538461538,1.1926425482016156,True
robi,chronos-bolt-small,6.0,6.6,0,0.9,conformal,65,0.9384615384615385,1.2769591939901868,True
robi,chronos-bolt-small,6.0,6.6,0,0.95,zero_shot,65,0.7538461538461538,1.1926425482016156,False
robi,chronos-bolt-small,6.0,6.6,0,0.95,conformal,65,0.9846153846153847,1.3400780491819868,False
robi,chronos-bolt-small,6.0,6.6,1,0.8,zero_shot,65,0.7076923076923076,1.27115348820669,True
robi,chronos-bolt-small,6.0,6.6,1,0.8,conformal,65,0.8,1.3656079304112922,True
robi,chronos-bolt-small,6.0,6.6,1,0.9,zero_shot,65,0.7846153846153846,1.3510926781108776,True
robi,chronos-bolt-small,6.0,6.6,1,0.9,conformal,65,0.8153846153846154,1.4194460540330982,True
robi,chronos-bolt-small,6.0,6.6,1,0.95,zero_shot,65,0.7846153846153846,1.3510926781108776,False
robi,chronos-bolt-small,6.0,6.6,1,0.95,conformal,65,0.8461538461538461,1.450988724573622,False
robi,chronos-bolt-small,6.0,6.6,2,0.8,zero_shot,65,0.6923076923076923,1.1855801806127766,True
robi,chronos-bolt-small,6.0,6.6,2,0.8,conformal,65,0.8307692307692307,1.2860720149853082,True
robi,chronos-bolt-small,6.0,6.6,2,0.9,zero_shot,65,0.8307692307692307,1.272078315285121,True
robi,chronos-bolt-small,6.0,6.6,2,0.9,conformal,65,0.8923076923076922,1.3779034241827819,True
robi,chronos-bolt-small,6.0,6.6,2,0.95,zero_shot,65,0.8307692307692307,1.272078315285121,False
robi,chronos-bolt-small,6.0,6.6,2,0.95,conformal,65,0.9384615384615385,1.4200626746373617,False
robi,chronos-bolt-small,6.0,6.6,3,0.8,zero_shot,65,0.5846153846153845,1.0995941207086275,True
robi,chronos-bolt-small,6.0,6.6,3,0.8,conformal,65,0.6923076923076923,1.1894516433858622,True
robi,chronos-bolt-small,6.0,6.6,3,0.9,zero_shot,65,0.6923076923076923,1.1873312114290075,True
robi,chronos-bolt-small,6.0,6.6,3,0.9,conformal,65,0.8461538461538461,1.2968096054574516,True
robi,chronos-bolt-small,6.0,6.6,3,0.95,zero_shot,65,0.6923076923076923,1.1873312114290075,False
robi,chronos-bolt-small,6.0,6.6,3,0.95,conformal,65,0.9230769230769231,1.3471981808599938,False
robi,chronos-bolt-small,6.0,6.6,4,0.8,zero_shot,65,0.6,1.053551919727385,True
robi,chronos-bolt-small,6.0,6.6,4,0.8,conformal,65,0.7230769230769231,1.181813271305336,True
robi,chronos-bolt-small,6.0,6.6,4,0.9,zero_shot,65,0.6307692307692307,1.1358766872014094,True
robi,chronos-bolt-small,6.0,6.6,4,0.9,conformal,65,0.8,1.2603566452165076,True
robi,chronos-bolt-small,6.0,6.6,4,0.95,zero_shot,65,0.6307692307692307,1.1358766872014094,False
robi,chronos-bolt-small,6.0,6.6,4,0.95,conformal,65,0.8153846153846154,1.312213558154936,False
robi,chronos-bolt-small,6.0,6.6,5,0.8,zero_shot,65,0.6923076923076923,1.1293415375226583,True
robi,chronos-bolt-small,6.0,6.6,5,0.8,conformal,65,0.8923076923076922,1.2454311446527575,True
robi,chronos-bolt-small,6.0,6.6,5,0.9,zero_shot,65,0.8153846153846154,1.2077801291801735,True
robi,chronos-bolt-small,6.0,6.6,5,0.9,conformal,65,0.9384615384615385,1.3462949637097097,True
robi,chronos-bolt-small,6.0,6.6,5,0.95,zero_shot,65,0.8153846153846154,1.2077801291801735,False
robi,chronos-bolt-small,6.0,6.6,5,0.95,conformal,65,1.0,1.444253414247042,False
robi,chronos-bolt-small,6.0,6.6,6,0.8,zero_shot,65,0.8,1.2533413823032893,True
robi,chronos-bolt-small,6.0,6.6,6,0.8,conformal,65,0.9538461538461538,1.3829683725519137,True
robi,chronos-bolt-small,6.0,6.6,6,0.9,zero_shot,65,0.9384615384615385,1.3422482443622956,True
robi,chronos-bolt-small,6.0,6.6,6,0.9,conformal,65,1.0,1.512213817526359,True
robi,chronos-bolt-small,6.0,6.6,6,0.95,zero_shot,65,0.9384615384615385,1.3422482443622956,False
robi,chronos-bolt-small,6.0,6.6,6,0.95,conformal,65,1.0,1.6053489427959555,False
robi,chronos-bolt-small,6.0,6.6,7,0.8,zero_shot,67,0.5970149253731343,1.1112560147257113,True
robi,chronos-bolt-small,6.0,6.6,7,0.8,conformal,67,0.7313432835820896,1.1977828148957013,True
robi,chronos-bolt-small,6.0,6.6,7,0.9,zero_shot,67,0.7014925373134329,1.199230775319553,True
robi,chronos-bolt-small,6.0,6.6,7,0.9,conformal,67,0.9253731343283582,1.3131488364525776,True
robi,chronos-bolt-small,6.0,6.6,7,0.95,zero_shot,67,0.7014925373134329,1.199230775319553,False
robi,chronos-bolt-small,6.0,6.6,7,0.95,conformal,67,1.0,1.441057984729546,False
robi,chronos-bolt-small,12.0,11.55,0,0.8,zero_shot,65,0.5692307692307692,1.103337477410805,True
robi,chronos-bolt-small,12.0,11.55,0,0.8,conformal,65,0.7384615384615385,1.198907819015751,True
robi,chronos-bolt-small,12.0,11.55,0,0.9,zero_shot,65,0.6923076923076923,1.1801888331894046,True
robi,chronos-bolt-small,12.0,11.55,0,0.9,conformal,65,0.9230769230769231,1.2763756682632734,True
robi,chronos-bolt-small,12.0,11.55,0,0.95,zero_shot,65,0.6923076923076923,1.1801888331894046,False
robi,chronos-bolt-small,12.0,11.55,0,0.95,conformal,65,0.9846153846153847,1.3051057869985314,False
robi,chronos-bolt-small,12.0,11.55,1,0.8,zero_shot,65,0.7076923076923076,1.2755479029068935,True
robi,chronos-bolt-small,12.0,11.55,1,0.8,conformal,65,0.7846153846153846,1.3822855732097048,True
robi,chronos-bolt-small,12.0,11.55,1,0.9,zero_shot,65,0.7692307692307692,1.361231258277335,True
robi,chronos-bolt-small,12.0,11.55,1,0.9,conformal,65,0.8,1.4142298769963197,True
robi,chronos-bolt-small,12.0,11.55,1,0.95,zero_shot,65,0.7692307692307692,1.361231258277335,False
robi,chronos-bolt-small,12.0,11.55,1,0.95,conformal,65,0.8461538461538461,1.472346210538043,False
robi,chronos-bolt-small,12.0,11.55,2,0.8,zero_shot,65,0.676923076923077,1.1808263016570013,True
robi,chronos-bolt-small,12.0,11.55,2,0.8,conformal,65,0.8307692307692307,1.306288959646202,True
robi,chronos-bolt-small,12.0,11.55,2,0.9,zero_shot,65,0.7538461538461538,1.2702292215947126,True
robi,chronos-bolt-small,12.0,11.55,2,0.9,conformal,65,0.9538461538461538,1.4063869270135616,True
robi,chronos-bolt-small,12.0,11.55,2,0.95,zero_shot,65,0.7538461538461538,1.2702292215947126,False
robi,chronos-bolt-small,12.0,11.55,2,0.95,conformal,65,0.9692307692307692,1.4376894741583952,False
robi,chronos-bolt-small,12.0,11.55,3,0.8,zero_shot,65,0.5384615384615384,1.1332757621876897,True
robi,chronos-bolt-small,12.0,11.55,3,0.8,conformal,65,0.8,1.263137534170756,True
robi,chronos-bolt-small,12.0,11.55,3,0.9,zero_shot,65,0.7230769230769231,1.2232978175002962,True
robi,chronos-bolt-small,12.0,11.55,3,0.9,conformal,65,0.9076923076923077,1.3372243764108604,True
robi,chronos-bolt-small,12.0,11.55,3,0.95,zero_shot,65,0.7230769230769231,1.2232978175002962,False
robi,chronos-bolt-small,12.0,11.55,3,0.95,conformal,65,0.9538461538461538,1.39384363247716,False
robi,chronos-bolt-small,12.0,11.55,4,0.8,zero_shot,65,0.5538461538461539,1.0601686318016672,True
robi,chronos-bolt-small,12.0,11.55,4,0.8,conformal,65,0.676923076923077,1.1627151436576548,True
robi,chronos-bolt-small,12.0,11.55,4,0.9,zero_shot,65,0.6615384615384615,1.1441155388798578,True
robi,chronos-bolt-small,12.0,11.55,4,0.9,conformal,65,0.7538461538461538,1.2437759675294018,True
robi,chronos-bolt-small,12.0,11.55,4,0.95,zero_shot,65,0.6615384615384615,1.1441155388798578,False
robi,chronos-bolt-small,12.0,11.55,4,0.95,conformal,65,0.7846153846153846,1.2933056148539548,False
robi,chronos-bolt-small,12.0,11.55,5,0.8,zero_shot,65,0.6923076923076923,1.1525288925352541,True
robi,chronos-bolt-small,12.0,11.55,5,0.8,conformal,65,0.8923076923076922,1.2619472955613276,True
robi,chronos-bolt-small,12.0,11.55,5,0.9,zero_shot,65,0.8153846153846154,1.233448685578599,True
robi,chronos-bolt-small,12.0,11.55,5,0.9,conformal,65,0.9846153846153847,1.3654910038530468,True
robi,chronos-bolt-small,12.0,11.55,5,0.95,zero_shot,65,0.8153846153846154,1.233448685578599,False
robi,chronos-bolt-small,12.0,11.55,5,0.95,conformal,65,1.0,1.457275788621656,False
robi,chronos-bolt-small,12.0,11.55,6,0.8,zero_shot,65,0.8153846153846154,1.2664906951717747,True
robi,chronos-bolt-small,12.0,11.55,6,0.8,conformal,65,0.9846153846153847,1.3892979567393815,True
robi,chronos-bolt-small,12.0,11.55,6,0.9,zero_shot,65,0.9384615384615385,1.3576489579024682,True
robi,chronos-bolt-small,12.0,11.55,6,0.9,conformal,65,1.0,1.5054880740559042,True
robi,chronos-bolt-small,12.0,11.55,6,0.95,zero_shot,65,0.9384615384615385,1.3576489579024682,False
robi,chronos-bolt-small,12.0,11.55,6,0.95,conformal,65,1.0,1.5985226087596627,False
robi,chronos-bolt-small,12.0,11.55,7,0.8,zero_shot,66,0.5909090909090908,1.133784851004643,True
robi,chronos-bolt-small,12.0,11.55,7,0.8,conformal,66,0.7272727272727273,1.2147914073776207,True
robi,chronos-bolt-small,12.0,11.55,7,0.9,zero_shot,66,0.7424242424242424,1.2243829528463201,True
robi,chronos-bolt-small,12.0,11.55,7,0.9,conformal,66,0.8939393939393939,1.3232031252360597,True
robi,chronos-bolt-small,12.0,11.55,7,0.95,zero_shot,66,0.7424242424242424,1.2243829528463201,False
robi,chronos-bolt-small,12.0,11.55,7,0.95,conformal,66,1.0,1.440736873331479,False
robi,chronos-bolt-small,24.0,24.75,0,0.8,zero_shot,64,0.484375,1.1227839652178038,True
robi,chronos-bolt-small,24.0,24.75,0,0.8,conformal,64,0.71875,1.2599996983708535,True
robi,chronos-bolt-small,24.0,24.75,0,0.9,zero_shot,64,0.625,1.2044064790594258,True
robi,chronos-bolt-small,24.0,24.75,0,0.9,conformal,64,0.96875,1.3492055015255506,True
robi,chronos-bolt-small,24.0,24.75,0,0.95,zero_shot,64,0.625,1.2044064790594258,False
robi,chronos-bolt-small,24.0,24.75,0,0.95,conformal,64,0.984375,1.3901138292112514,False
robi,chronos-bolt-small,24.0,24.75,1,0.8,zero_shot,64,0.640625,1.2506381790523513,True
robi,chronos-bolt-small,24.0,24.75,1,0.8,conformal,64,0.84375,1.4085329085134377,True
robi,chronos-bolt-small,24.0,24.75,1,0.9,zero_shot,64,0.75,1.3383776521423203,True
robi,chronos-bolt-small,24.0,24.75,1,0.9,conformal,64,0.875,1.4551174897273063,True
robi,chronos-bolt-small,24.0,24.75,1,0.95,zero_shot,64,0.75,1.3383776521423203,False
robi,chronos-bolt-small,24.0,24.75,1,0.95,conformal,64,0.9375,1.501997331433582,False
robi,chronos-bolt-small,24.0,24.75,2,0.8,zero_shot,64,0.5625,1.1336104424610371,True
robi,chronos-bolt-small,24.0,24.75,2,0.8,conformal,64,0.796875,1.2987942605237144,True
robi,chronos-bolt-small,24.0,24.75,2,0.9,zero_shot,64,0.671875,1.2267629751787263,True
robi,chronos-bolt-small,24.0,24.75,2,0.9,conformal,64,0.828125,1.3610717203946208,True
robi,chronos-bolt-small,24.0,24.75,2,0.95,zero_shot,64,0.671875,1.2267629751787263,False
robi,chronos-bolt-small,24.0,24.75,2,0.95,conformal,64,0.921875,1.4099328390610684,False
robi,chronos-bolt-small,24.0,24.75,3,0.8,zero_shot,64,0.515625,1.1163550220828486,True
robi,chronos-bolt-small,24.0,24.75,3,0.8,conformal,64,0.78125,1.2908672848022824,True
robi,chronos-bolt-small,24.0,24.75,3,0.9,zero_shot,64,0.703125,1.212208740161321,True
robi,chronos-bolt-small,24.0,24.75,3,0.9,conformal,64,0.84375,1.3811046508458755,True
robi,chronos-bolt-small,24.0,24.75,3,0.95,zero_shot,64,0.703125,1.212208740161321,False
robi,chronos-bolt-small,24.0,24.75,3,0.95,conformal,64,0.890625,1.419193670339822,False
robi,chronos-bolt-small,24.0,24.75,4,0.8,zero_shot,64,0.625,1.0958665634378335,True
robi,chronos-bolt-small,24.0,24.75,4,0.8,conformal,64,0.78125,1.2403649225513853,True
robi,chronos-bolt-small,24.0,24.75,4,0.9,zero_shot,64,0.65625,1.1823281910666072,True
robi,chronos-bolt-small,24.0,24.75,4,0.9,conformal,64,0.9375,1.3432316839716674,True
robi,chronos-bolt-small,24.0,24.75,4,0.95,zero_shot,64,0.65625,1.1823281910666072,False
robi,chronos-bolt-small,24.0,24.75,4,0.95,conformal,64,0.96875,1.4006441632888296,False
robi,chronos-bolt-small,24.0,24.75,5,0.8,zero_shot,64,0.671875,1.118893266352808,True
robi,chronos-bolt-small,24.0,24.75,5,0.8,conformal,64,0.921875,1.2535583603660285,True
robi,chronos-bolt-small,24.0,24.75,5,0.9,zero_shot,64,0.8125,1.204440618488093,True
robi,chronos-bolt-small,24.0,24.75,5,0.9,conformal,64,0.96875,1.3492411871509613,True
robi,chronos-bolt-small,24.0,24.75,5,0.95,zero_shot,64,0.8125,1.204440618488093,False
robi,chronos-bolt-small,24.0,24.75,5,0.95,conformal,64,0.984375,1.3724967361253133,False
robi,chronos-bolt-small,24.0,24.75,6,0.8,zero_shot,64,0.75,1.2444306235980918,True
robi,chronos-bolt-small,24.0,24.75,6,0.8,conformal,64,0.984375,1.3951912328273297,True
robi,chronos-bolt-small,24.0,24.75,6,0.9,zero_shot,64,0.9375,1.3429732841617759,True
robi,chronos-bolt-small,24.0,24.75,6,0.9,conformal,64,0.984375,1.4949250040802675,True
robi,chronos-bolt-small,24.0,24.75,6,0.95,zero_shot,64,0.9375,1.3429732841617759,False
robi,chronos-bolt-small,24.0,24.75,6,0.95,conformal,64,0.984375,1.5351327689168004,False
robi,chronos-bolt-small,24.0,24.75,7,0.8,zero_shot,68,0.47058823529411764,1.0964607732340796,True
robi,chronos-bolt-small,24.0,24.75,7,0.8,conformal,68,0.75,1.2121546919713468,True
robi,chronos-bolt-small,24.0,24.75,7,0.9,zero_shot,68,0.7058823529411764,1.1926310513407457,True
robi,chronos-bolt-small,24.0,24.75,7,0.9,conformal,68,0.9117647058823529,1.305801690470634,True
robi,chronos-bolt-small,24.0,24.75,7,0.95,zero_shot,68,0.7058823529411764,1.1926310513407457,False
robi,chronos-bolt-small,24.0,24.75,7,0.95,conformal,68,0.9705882352941176,1.3543838380825772,False
